"name","st_x","st_y"
"中国建设银行上海市分行科教中心","121.561824","31.192639"
"天津银行(上海普陀支行)","121.432728","31.251283"
"上海银行24小时自助银行(石泉支行)","121.432204","31.252169"
"上海农商银行24小时自助银行(曲阳支行)","121.496856","31.270203"
"中国光大银行24小时自助银行(上海市南支行)","121.476934","31.203412"
"中国光大银行(市南支行)","121.476977","31.203387"
"中国银行(延安西路支行)","121.410874","31.204606"
"中国银行(江川路支行)","121.421403","31.004393"
"中国工商银行数据中心","121.607437","31.312566"
"中国农业银行(砖桥支行)","121.267085","31.081209"
"兴业银行(上海国权东路社区支行)","121.524139","31.290074"
"兴业银行24小时自助银行(国权东路社区支行)","121.524105","31.290024"
"中国工商银行24小时自助银行(车墩支行)","121.315124","31.012824"
"中国工商银行(石门一路支行)","121.46135","31.230662"
"中国邮政储蓄银行(上海崇明区新村营业所)","121.329228","31.831787"
"中国工商银行(长阳支行)","121.525041","31.264924"
"农业银行24小时自助银行服务(紫锦城百货)","121.490742","31.228619"
"中国农业银行24小时自助银行(安平街)","121.490756","31.228575"
"中国农业银行24小时自助银行(陈家镇支行)","121.806258","31.499061"
"中国工商银行(陈家镇支行)","121.810054","31.496748"
"中国邮政储蓄银行ATM","121.470055","31.297282"
"兴业银行(清峪路社区支行)(装修中)","121.367894","31.241702"
"中国银行24小时自助银行(胜竹路)","121.248889","31.401496"
"中国银行(菊园新区支行)","121.248891","31.401475"
"招商银行24小时自助银行","121.511012","31.262618"
"中国民生银行(上海西南支行)","121.460271","31.202295"
"中国银行(新金桥路支行)","121.62318","31.259993"
"中国银行ATM(新金桥路支行)","121.623233","31.259858"
"中国银行24小时自助银行(八一路分理处)","121.398765","31.182192"
"中国邮政储蓄银行(张庙支所)","121.453254","31.336568"
"上海银行(吴中路支行)","121.416536","31.187364"
"上海银行24小时自助银行(吴中路支行)","121.416626","31.187386"
"中国建设银行(宝山共康路支行)","121.455969","31.322907"
"中国农业银行24小时自助银行(上海鲁汇分理处)","121.530232","31.019501"
"中国农业银行24小时自助银行(上海花园路支行)","121.478797","31.26953"
"中国建设银行(华池路支行)","121.425029","31.254707"
"中国农业银行24小时自助银行(城隍庙支行)","121.49898","31.222333"
"中国建设银行(北蔡支行)","121.553847","31.184841"
"南洋商业银行(上海徐汇支行)","121.442222","31.186888"
"中国银行(五角场支行)","121.513167","31.300516"
"上海农商银行24小时自助银行(阳城支行)","121.425326","31.284109"
"上海农商银行(阳城支行)","121.425303","31.284031"
"中国建设银行24小时自助银行","121.23762","31.390147"
"中国建设银行(桃浦支行)","121.348464","31.280535"
"交通银行24小时自助银行(三林支行)","121.525322","31.143153"
"上海银行24小时自助银行(杨行支行)","121.436286","31.366262"
"杭州银行(嘉定支行)","121.25451","31.38275"
"中国邮政储蓄银行24小时自助银行(下沙营业所)","121.593714","31.050748"
"中国邮政储蓄银行(大华营业所)","121.411652","31.277853"
"交通银行(彭浦新村支行)","121.45933","31.313638"
"交通银行24小时自助银行(彭浦新村支行)","121.459416","31.313641"
"交通银行(上海控江路支行)","121.535921","31.284405"
"交通银行24小时自助银行(上海控江路支行)","121.535947","31.28449"
"中国工商银行ATM","121.510798","31.193378"
"中国农业银行24小时自助银行(崇明西门储蓄所)","121.391964","31.623642"
"中国农业银行ATM(1号航站楼)","121.346542","31.194283"
"中国建设银行24小时自助银行(共和新路支行)","121.458282","31.26783"
"杭州银行ATM","121.425375","31.172391"
"上海银行(豫园支行)","121.490964","31.222227"
"中国工商银行ATM(红星美凯龙浦东店)","121.559971","31.159542"
"上海农商银行(新成分理处)","121.269663","31.38184"
"上海农商银行","121.677954","31.24991"
"中国农业银行24小时自助银行(崇明庙镇支行)","121.350395","31.712957"
"江苏银行24小时自助银行(上海嘉定支行)","121.269","31.382084"
"杭州银行24小时自助银行(长宁支行)","121.414587","31.200097"
"东亚银行24小时自助银行(上海自贸试验区支行)","121.587691","31.350427"
"南洋商业银行(上海分行)","121.514242","31.232973"
"交通银行24小时自助银行(延长路支行)","121.45065","31.269347"
"中国农业银行24小时自助银行(上海港城支行)","121.925817","30.899518"
"中国建设银行24小时自助银行(延长路支行)","121.450909","31.269865"
"华夏银行(上海闵行支行)","121.375756","31.10729"
"中国农业银行ATM(上海张江高科技园区支行)","121.612554","31.210045"
"中国银行(中华路支行)","121.488827","31.214985"
"交通银行24小时自助银行(古北新区支行)","121.394112","31.194946"
"中国银行(杨浦支行)","121.533373","31.261061"
"平安银行24小时自助银行(古北支行)","121.394979","31.194403"
"中国银行(上海市联洋支行)","121.558926","31.227879"
"上海农商银行24小时自助银行(肖塘支行)","121.433383","30.985974"
"江苏银行ATM(上海松江支行)","121.235383","31.006297"
"中国银行(松江支行)","121.233416","31.006955"
"招商银行总部","121.67776","31.247699"
"中国银行(徐汇支行营业部)","121.4312","31.193144"
"中国建设银行(昌里支行)","121.513461","31.178215"
"中国工商银行(宁夏路支行)","121.418105","31.233396"
"华夏银行(黄浦支行)","121.485266","31.21897"
"中国农业银行ATM(上海豪浦服饰城)","121.480878","31.245378"
"广发银行(徐汇支行)","121.455659","31.191236"
"上海农商银行ATM(吴泾支行)","121.455928","31.040164"
"上海农商银行(田林支行)","121.424295","31.172224"
"上海农商银行ATM(虹口支行)","121.498303","31.293471"
"上海农商银行(涞寅路支行)","121.305812","31.142643"
"中国农业银行(上海大盈支行)","121.09094","31.213569"
"招商银行24小时自助银行(源深支行)","121.538273","31.229668"
"中国银行(羽山路支行)","121.537598","31.229381"
"交通银行24小时自助银行(万科城)","121.387597","31.026176"
"招商银行(上海丽园支行)","121.471675","31.20569"
"中国农业银行(打浦支行)","121.471224","31.205442"
"中国银行ATM(兴业太古汇)","121.463029","31.228486"
"中国建设银行(上海奉贤支行)","121.487837","30.916583"
"中国邮政储蓄银行24小时自助银行(上海奉贤区支行)","121.489099","30.915809"
"广发银行(福州路支行)","121.48411","31.234502"
"上海农商银行24小时自助银行(杨浦支行)","121.52124","31.286961"
"中国银行24小时自助银行(枫泾支行)","121.02","30.894144"
"盛京银行24小时自助银行(浦东支行)","121.531372","31.241046"
"上海农商银行(普陀支行)","121.42225","31.265068"
"天津银行(上海福山支行)","121.531175","31.223901"
"平安银行新一贷","121.531753","31.224251"
"中国工商银行24小时自助银行(美丽园支行)","121.438076","31.21831"
"中国工商银行24小时自助银行(桃浦新村支行)","121.353477","31.284363"
"中国工商银行24小时自助银行(茅台路支行)","121.399644","31.209986"
"中国工商银行(上海市金海路支行)","121.651878","31.265787"
"华夏银行(漕河泾支行)","121.404059","31.163572"
"兴业银行(宝山支行)","121.483324","31.398063"
"中国银行ATM(大渡河路支行)","121.397529","31.248013"
"中国农业银行(崇明鳌山支行)","121.461977","31.617419"
"中国民生银行(上海东方支行)","121.497672","31.163199"
"江苏银行(上海嘉定支行)","121.269521","31.382226"
"意大利联合圣保罗银行(上海分行)","121.508954","31.237631"
"华夏银行(上海分行营业部)","121.509044","31.239409"
"兴业银行24小时自助银行(张江支行)","121.588155","31.209901"
"交通银行24小时自助银行(期货大厦支行)","121.535889","31.225517"
"中国民生银行(东门支行)","121.493444","31.212931"
"北京银行(上海奉贤支行)","121.449485","30.902547"
"北京银行(上海本溪路社区支行)","121.514354","31.276026"
"中国银行24小时自助银行(鞍山路支行)","121.51361","31.275233"
"中国民生银行(上海春申支行)","121.410645","31.105976"
"上海银行ATM(林芝大厦西北)","121.219229","31.02354"
"兴业银行24小时自助银行(虹口支行)","121.483852","31.263025"
"兴业银行24小时自助银行(松江支行)","121.227548","31.012226"
"中国银行24小时自助银行(上海曲阳支行)","121.492504","31.279497"
"中国工商银行(华发路支行)","121.453566","31.12691"
"广发银行(五角场支行)","121.521135","31.287121"
"兴业银行(奉贤支行)","121.450843","30.901982"
"交通银行(上海新松江路支行)","121.213864","31.039113"
"平安银行ATM(学人路)","121.415626","31.160223"
"中国民生银行(上海福山支行)","121.517342","31.210018"
"平安银行24小时自助银行(张杨路)","121.580217","31.25506"
"平安银行24小时自助银行","121.407607","31.217348"
"中国银行(古北新区支行)","121.396286","31.194729"
"大丰银行(上海分行)","121.48891","31.239551"
"交通银行24小时自助银行(上海虹桥支行)","121.407592","31.204289"
"中国银行24小时自助银行","121.308502","31.208113"
"上海农商银行ATM(长白支行)","121.543446","31.290208"
"上海银行(杨浦支行)","121.510191","31.308333"
"平安银行24小时自助银行(上海西南支行)","121.435844","31.181988"
"厦门国际银行(上海闸北支行)","121.456856","31.242582"
"平安银行(上海卢湾支行)","121.476264","31.198972"
"交通银行24小时自助银行(宝山支行)","121.496117","31.373249"
"中信银行24小时自助银行(上海四平路支行)","121.490667","31.263144"
"中国农业银行(陆家宅支行)","121.42352","31.237507"
"兴业银行(五角场支行)","121.51281","31.306026"
"上海银行24小时自助银行(北京西路支行)","121.45834","31.233831"
"中国银行ATM(迪士尼团队办公楼东南)","121.667991","31.14125"
"中国农业银行(羽山路分理处)","121.54915","31.234398"
"中信银行","121.450642","31.257253"
"平安银行(上海新昌里社区支行)","121.511348","31.17683"
"平安银行24小时自助银行(黄浦支行)","121.483141","31.235521"
"兴业银行24小时自助银行(上海武宁支行)","121.43278","31.23211"
"交通银行24小时自助银行(金桥湾支行)","121.591584","31.260915"
"南京银行24小时自助银行(上海嘉定支行)","121.259322","31.351645"
"交通银行24小时自助银行(安亭支行)","121.16218","31.295689"
"平安银行24小时自助银行","121.163702","31.296554"
"平安银行(上海安亭支行)","121.163729","31.296512"
"渤海银行(杨浦支行)","121.529644","31.279127"
"中国银行24小时自助银行(杨浦支行营业部)","121.533555","31.261177"
"中国民生银行24小时自助银行(上海市西支行)","121.427431","31.230793"
"中国民生银行24小时自助银行(曹杨支行)","121.419341","31.236376"
"上海农商银行(方泰支行)","121.218313","31.316327"
"中信银行24小时自助银行(虹桥支行)","121.407926","31.203498"
"上海银行24自助银行服务(永和新城支行)","121.42799","31.284187"
"平安银行24小时自助银行(碧云新天地社区支行)","121.590625","31.260533"
"交通银行(上海民生路支行)","121.543293","31.232613"
"中国银行24小时自助银行(洋泾支行)","121.553573","31.245452"
"上海银行24小时自助银行(威宁路支行)","121.386537","31.215292"
"交通银行24小时自助银行(上海威宁路支行)","121.385543","31.214576"
"招商银行ATM","121.493957","31.267921"
"中国银行24小时自助银行(闸北支行营业部)","121.443199","31.278991"
"上海农商银行(罗南支行)","121.365762","31.38616"
"上海银行24小时自助银行(张江支行)","121.616501","31.204566"
"盛京银行(上海黄浦支行)","121.479182","31.230573"
"交通银行(上海长宁支行)","121.431908","31.216179"
"宁波银行24小时自助银行(嘉定支行)","121.25117","31.386657"
"上海农商银行24小时自助银行(长征支行)","121.397707","31.248847"
"杭州银行24小时自助银行(大渡河路支行)","121.397673","31.248284"
"交通银行24小时自助银行(德平路支行)","121.562049","31.248998"
"中国光大银行(上海彭浦支行)","121.456473","31.313266"
"上海银行(四平支行)","121.52942","31.283164"
"交通银行24小时自助银行","121.477888","31.239106"
"上海银行(数据处理中心)","121.669571","31.247287"
"平安银行(上海古北支行)","121.395065","31.194425"
"交通银行24小时自助银行(南翔镇房屋协管服务社东北)","121.303481","31.29733"
"上海农商银行(钱圩支行)","121.248074","30.775538"
"上海农商银行(洞泾支行)","121.267424","31.081234"
"浙江民泰商业银行24小时自助银行","121.343892","30.749346"
"上海农商银行(竖河支行)","121.57993","31.564399"
"上海农商银行(五效分理处)","121.675188","31.534896"
"上海农商银行(向化支行)","121.721631","31.52132"
"上海农商银行ATM","121.241557","31.364438"
"上海农商银行(练塘支行)","121.041551","31.00805"
"上海农商银行ATM(长江南路)","121.47898","31.338333"
"中信银行(上海大柏树支行)","121.491368","31.290356"
"中信银行(上海川沙支行)","121.698451","31.192467"
"中国平安平安银行ATM","121.483158","31.235536"
"平安银行(上海田林支行)","121.416276","31.172106"
"中国农业银行(桂林支行)","121.417608","31.170128"
"上海农商银行(新浜支行)","121.066902","30.9335"
"中国农业银行(上海肇嘉浜路支行)","121.461572","31.202628"
"中国银行24小时自助银行(东建路支行)","121.533667","31.201261"
"上海农商银行","121.336659","30.726347"
"平安银行24小时自助银行(静安支行)","121.427995","31.230509"
"中国农业银行(田林支行)","121.423196","31.172567"
"平安银行(上海证大家园五期社区支行)","121.593688","31.281602"
"上海银行(周浦支行)","121.57118","31.113682"
"上海银行(张江支行)","121.61648","31.204609"
"上海银行(春申路支行)","121.410536","31.106168"
"交通银行24小时自助银行(上海金沙江路支行)","121.378461","31.233168"
"上海农商银行(新民支行)","121.538636","31.61766"
"交通银行(上海普陀支行)","121.378579","31.233117"
"上海农商银行(大盈支行)","121.090925","31.213652"
"招商银行(安亭支行)","121.162001","31.289674"
"中国民生银行(上海汽车城支行)","121.163731","31.289299"
"中国农业银行24小时自助银行(上海马戏城支行)","121.453312","31.279853"
"中国建设银行24小时自助银行(邯郸路支行)","121.491039","31.287732"
"上海农商银行(江口分理处)","121.361317","31.680522"
"中国农业银行(高境支行)","121.49065","31.311685"
"交通银行24小时自助银行(三门路支行)","121.490754","31.311307"
"上海银行24小时自助银行(四平支行)","121.529354","31.283139"
"icbc24h自助银行服务","121.423139","31.204477"
"中国银行24小时自助银行(延吉中路支行)","121.528852","31.28315"
"中国农业银行(上海惠南支行)","121.755209","31.046765"
"兴业银行24小时自助银行(长江西路社区支行)","121.435969","31.329222"
"中国银行(新华路支行)","121.424112","31.204129"
"中国农业银行24小时自助银行(出口加工区支行)","121.133838","31.186442"
"上海农商银行24小时自助银行(春归路)","121.245893","31.285849"
"上海农商银行ATM","121.229526","31.051958"
"中国银行(上海市番禺路支行)","121.429269","31.209409"
"中国银行24小时自助银行(番禺路支行)","121.429257","31.209483"
"中国光大银行(上海市西支行)","121.434701","31.220292"
"中国民生银行(市中支行)","121.463381","31.225678"
"中国农业银行(崇明竖新支行)","121.580788","31.56414"
"中国邮政储蓄银行(六灶镇营业所)","121.698189","31.11649"
"中国银行(灵石路支行)","121.424167","31.269979"
"中国银行24小时自助银行(灵石路支行)","121.424232","31.270049"
"招商银行24小时自助银行(长乐支行)","121.44786","31.21579"
"上海农商银行ATM(松隐支行)","121.240219","30.894542"
"中国农业银行(上海友谊支行)","121.485094","31.405487"
"中国建设银行(上海大宁路支行)","121.448123","31.273117"
"中国建设银行ATM","121.386093","31.215492"
"中国农业银行(中街分理处)","121.458095","30.915938"
"广发银行24小时自助银行(黄浦支行)","121.486343","31.208601"
"交通银行24小时自助银行(银城中路)","121.503336","31.233338"
"中国邮政储蓄银行(解放中路营业所)","121.462793","30.915942"
"交通银行(上海番禺路支行)(装修中)","121.429411","31.205813"
"中信银行24小时自助银行(上海外滩支行)","121.484327","31.240623"
"中信银行(外滩支行)","121.484343","31.240628"
"江苏银行(普陀支行)","121.412859","31.234552"
"中国银行24小时自助银行(大世界支行)","121.479557","31.226264"
"恒丰银行24小时自助银行(上海分行)","121.534066","31.233383"
"上海银行24小时自助银行(黄金城道)","121.395542","31.194559"
"厦门国际银行(上海杨浦支行)","121.518755","31.301617"
"杭州银行(浦东支行)","121.529608","31.223903"
"中国银行24小时自助银行","121.480001","31.286205"
"中国银行(浦东大道支行)","121.523984","31.240308"
"中国农业银行(崇明港沿支行)","121.654635","31.585408"
"上海农商银行(商榻支行)","120.925032","31.115253"
"上海农商银行24小时自助银行(保德路支行)","121.448958","31.315293"
"中国光大银行24小时自助银行(金桥支行)","121.573375","31.255215"
"上海农商银行24小时自助银行(曹行支行)","121.437543","31.091423"
"中国农业银行(沪太支行)","121.42913","31.281187"
"北京银行(大华社区支行)","121.427584","31.280992"
"上海农商银行ATM(颛桥支行)","121.395684","31.066118"
"上海农商银行(颛桥支行)","121.395561","31.066018"
"中国光大银行ATM(市北支行)","121.429939","31.228994"
"中国光大银行(东方中华园社区支行)","121.54958","31.234182"
"中国农业银行(颛桥支行)","121.397822","31.072577"
"交通银行24小时自助银行(板泉路)","121.500825","31.160255"
"中国农业银行(张桥支行)","121.610443","31.265913"
"江苏银行(上海南汇支行)","121.587781","31.114357"
"中国农业银行ATM","121.375227","31.272239"
"中国银行(创智天地科技园支行)","121.512544","31.306518"
"中国农业银行24小时自助银行(上海塔汇分理处)","121.178966","30.973633"
"中国邮政储蓄银行(南丹东路营业所)","121.445495","31.191192"
"平安银行(上海常熟路支行)","121.446469","31.218041"
"上海农商银行24小时自助银行(杜行支行)","121.527601","31.064757"
"中国农业银行24小时自助银行(平型关路)","121.457997","31.286416"
"上海银行(临港支行)","121.816324","30.899212"
"中国农业银行24小时自助银行(李家社区卫生服务站西)","121.330553","31.347629"
"中国农业银行(上海戬浜支行)","121.295529","31.37924"
"中国农业银行24小时自助银行(南港路)","121.477877","30.908087"
"中国农业银行24小时自助银行(世盛南路)","121.206934","31.370441"
"中国农业银行24小时自助银行(杨鑫路)","121.434543","31.365349"
"中国农业银行ATM(庸夫楼东北)","121.175637","31.111754"
"上海农商银行24小时自助银行(蒸淀支行)","121.02799","30.971703"
"交通银行(上海青浦支行)","121.119129","31.149031"
"中国农业银行24小时自助银行(莘松路支行)","121.353212","31.098427"
"中国农业银行24小时自助银行(上海临汾路支行)","121.441614","31.3107"
"中国农业银行(莘松路支行)","121.35328","31.098474"
"交通银行24小时自助银行","121.31575","31.046434"
"江苏银行ATM(上海宝山支行)","121.501703","31.379736"
"中国银行24小时自助银行(瑞虹新城支行)","121.500199","31.260054"
"中国工商银行24小时自助银行(长乐路支行)","121.459654","31.220753"
"中国农业银行(上海西站支行)","121.394848","31.260318"
"中国邮政储蓄银行24小时自助银行(翠竹路)","121.428024","31.625155"
"中国银行(大连路支行)","121.510976","31.261336"
"中国农业银行(川沙城南路支行)","121.705001","31.192723"
"中国农业银行24小时自助银行(澳门路)","121.435892","31.243094"
"友利银行(上海浦西支行)","121.40536","31.204906"
"中国农业银行崇明三农事业部","121.399383","31.622524"
"中国农业银行ATM(崇明区支行营业部)","121.399482","31.622506"
"上海农商银行24小时自助银行(东平支行)","121.454993","31.656971"
"交通银行(上海人民广场支行)","121.479163","31.232823"
"上海银行(陆家嘴支行)","121.529365","31.226594"
"渣打银行24小时自助银行(上海虹桥支行)","121.40526","31.20516"
"中国农业银行(上海复旦支行)","121.504344","31.296894"
"上海农商银行ATM","121.344009","31.414188"
"招商银行24小时自助银行(科苑支行)","121.586689","31.211455"
"中国光大银行24小时自助银行(博山名门社区支行)","121.553375","31.243485"
"浙江民泰商业银行(杨浦支行)","121.515648","31.287947"
"中国农业银行(大兴街支行)","121.488582","31.213398"
"中国农业银行24小时自助银行(大兴街支行)","121.488712","31.213239"
"中国农业银行(新宾路支行)","121.216146","30.932545"
"中国农业银行24小时自助银行(民强路)(装修中)","121.289639","31.038617"
"中国农业银行(上海大宁支行)","121.439057","31.270547"
"中国工商银行24小时自助银行(孙桥路支行)","121.63038","31.183324"
"上海农商银行24小时自助银行(瓦屑支行)","121.653357","31.108711"
"中国光大银行","121.606021","31.318364"
"北京银行(南汇支行)","121.754039","31.041232"
"中国农业银行24小时自助银行","121.442259","31.267376"
"上海银行ATM(东方路)","121.528058","31.211476"
"中国工商银行(豫园支行)","121.491054","31.226228"
"上海银行(博兴路支行)","121.596631","31.27229"
"上海银行24小时自助银行(装修中)","121.596548","31.272491"
"中国农业银行(庙行支行)","121.439891","31.332551"
"上海农商银行24小时自助银行(亭林支行)","121.313907","30.883157"
"中国建设银行(上海宜川支行)","121.430867","31.264181"
"中国银行(虹口支行营业部)","121.483662","31.253625"
"中国农业银行24小时自助银行(四川北路)","121.482192","31.267647"
"兴业银行(上海彭浦支行)","121.45674","31.312975"
"中国农业银行ATM(学府路储蓄所)","121.318792","30.739909"
"中国农业银行ATM(暂停营业)","121.519033","31.225726"
"中国农业银行ATM(汉庭快捷酒店惠南中心店东)","121.771649","31.048683"
"中国农业银行24小时自助银行(绿城路支行)","121.230814","31.031688"
"中国工商银行(中山南路支行)","121.50419","31.221538"
"中国农业银行24小时自助银行(上海七莘路支行)","121.371358","31.120308"
"中国农业银行ATM(运城路)","121.430541","31.274976"
"中国农业银行24小时自助银行(富永路)","121.224014","30.989998"
"ICBC ATM","121.468879","31.27141"
"中国建设银行(安亭支行)","121.162884","31.289926"
"中国工商银行(南泉路支行)","121.522674","31.212897"
"中国农业银行ATM","121.174574","30.893114"
"中国农业银行24小时自助银行(嘉定城中支行)","121.247169","31.382792"
"兴业银行ATM(长宁路)","121.418007","31.217807"
"中国工商银行24小时自助银行(新村支行)","121.491622","31.173519"
"中国农业银行ATM","121.53469","31.178955"
"中国建设银行24小时自助银行","121.444149","31.366426"
"中国建设银行(嘉定南门支行)","121.253471","31.369673"
"中国农业银行ATM(上海华亭支行)","121.282347","31.470369"
"中国农业银行上海分行审计处","121.46524","31.219056"
"中国农业银行24小时自助银行(瑞金二路支行)","121.465122","31.21915"
"中国农业银行24小时自助银行(上海卢湾支行)","121.471111","31.205331"
"中国农业银行24小时自助银行(马当路)","121.475223","31.215537"
"交通银行24小时自助银行(杨浦支行)","121.528615","31.267003"
"中国农业银行24小时自助银行(上海嘉定开发区支行)","121.251769","31.365575"
"恒丰银行ATM","121.309303","31.200931"
"中国工商银行ATM","121.38525","31.111229"
"中国银行(瑞金一路支行)","121.46355","31.221096"
"中国民生银行24小时自助银行","121.426723","31.28447"
"平安银行(上海听潮社区支行)","121.746235","31.04643"
"上海农商银行(淞虹路支行)","121.361645","31.2206"
"兴业银行24小时自助银行(市北支行)","121.505531","31.262493"
"上海农商银行(港沿支行)","121.654792","31.585543"
"上海农商银行(西林分理处)","121.161108","30.894324"
"中信银行(张江支行)","121.588262","31.2092"
"中信银行(上海分行)","121.487492","31.182938"
"上海农商银行(奉贤支行)","121.458156","30.910873"
"平安银行ATM","121.488804","31.390931"
"中国民生银行24小时自助银行(金桥支行)","121.578589","31.254716"
"交通银行(虹康支行)","121.368707","31.2087"
"平安银行ATM(暂停营业)","121.420278","31.082035"
"平安银行24小时自助银行(上海金山支行)","121.352616","30.731756"
"中国民生银行24小时自助银行(亭场路)","121.351346","31.101015"
"平安银行24小时自助银行(南京西路支行)","121.449582","31.231361"
"中国农业银行(上海市一路支行)","121.344213","31.414253"
"中国银行ATM(打浦路支行)","121.475605","31.202943"
"交通银行(联洋支行)","121.559801","31.22594"
"交通银行(期货大厦支行)","121.535826","31.225437"
"交通银行(上海第一支行)","121.50206","31.224348"
"平安银行24小时自助银行","121.337924","31.122799"
"中国民生银行ATM(钱江商务广场)","121.403641","31.191123"
"中信银行(上海市中支行)","121.466198","31.227669"
"中国民生银行-24小时自助银行","121.603438","31.206283"
"厦门国际银行24小时自助银行(上海闵行支行)","121.378556","31.108713"
"交通银行(东方路支行)","121.517769","31.210794"
"中国银行ATM(伯士路)","121.37593","31.232022"
"中国银行ATM(谈家渡路)","121.42205","31.234292"
"交通银行(江桥支行)","121.325853","31.239029"
"中国银行AMT","121.559012","31.270021"
"浙江稠州商业银行ATM","121.645199","31.019966"
"新韩银行24小时自助银行(虹泉路支行)","121.37497","31.170275"
"上海农商银行24小时自助银行","121.125473","31.127503"
"中国民生银行24小时自助银行(汽车城支行)","121.163766","31.28931"
"中国光大银行24小时自助银行(花木支行)","121.536566","31.206281"
"上海农商银行(东平支行)","121.455015","31.656941"
"上海银行ATM(三新北路)","121.188421","31.050972"
"上海银行(营口路支行)","121.532398","31.297809"
"上海银行ATM(同心路)","121.470476","31.272907"
"上海银行24小时自助银行(朱泾支行)","121.169232","30.886191"
"上海银行(三林支行)","121.506311","31.150017"
"招商银行24小时自助银行(成山路支行)","121.507179","31.172586"
"上海银行(游族大厦东南)","121.415069","31.173059"
"招商银行ATM(分行营业部)","121.508949","31.237363"
"中国民生银行(大华支行)","121.41322","31.270344"
"中国民生银行(歌林春天社区支行)","121.446966","31.271284"
"上海银行ATM(南汇医保中心)","121.755506","31.049993"
"上海银行ATM(鹿都国际购物广场)","121.234086","31.005327"
"上海农商银行(大同分理处)","121.488304","31.626006"
"上海银行24小时自助银行(杨高路支行)","121.607803","31.263594"
"上海银行ATM(上海市普陀区医疗保险事务中心北)","121.397764","31.250238"
"招商银行ATM(永泰路)","121.524647","31.142839"
"中国银行ATM(上海站)","121.455302","31.249505"
"中国民生银行24小时自助银行(严桥路)","121.526139","31.190767"
"中国工商银行ATM(动力北一路)","121.42926","31.153834"
"中国邮政储蓄银行(凤凰街支行)","121.688174","31.387664"
"中国邮政储蓄银行24小时自助银行(南车站路支行)","121.491166","31.209154"
"中国建设银行24小时自助银行(陆家浜路支行)","121.49014","31.210994"
"汇丰银行24小时自助银行(上海富豪环球东亚酒店支行)","121.44375","31.201399"
"中国工商银行ATM","121.372963","31.182833"
"中国工商银行(金汇路支行)","121.372915","31.182843"
"中国工商银行ATM(大宁路)","121.450998","31.274186"
"中国建设银行(三门路支行)","121.490581","31.311687"
"中国工商银行(临港支行)","121.820697","30.871941"
"中国建设银行(浦江支行)","121.515774","31.077193"
"中国工商银行24小时自助银行(临港支行)","121.820758","30.871923"
"中国工商银行(虹口支行营业厅)","121.500215","31.24891"
"中国邮政储蓄银行ATM(朱家桥营业所)","121.191776","31.410373"
"中国邮政储蓄银行(阳曲路营业所)","121.459523","31.323855"
"中国邮政储蓄银行ATM(江口营业所)","121.361093","31.680618"
"中国邮政储蓄银行24小时自助银行(曹王支行)","121.308342","31.431135"
"中国建设银行24小时自助银行(上海天山支行)","121.401878","31.211182"
"中国邮政储蓄银行24小时自助银行","121.617634","30.899913"
"中国工商银行(局门路支行)","121.482114","31.20284"
"中国邮政储蓄银行(胡桥支行)","121.432171","30.830922"
"浙商银行24小时自助银行服务","121.400845","31.208912"
"中国建设银行(九江路支行)","121.48375","31.236131"
"广发银行24小时自助银行(福州路支行)","121.484134","31.234494"
"中国邮政储蓄银行(金龙新街营业所)","121.165618","30.885546"
"广发银行24小时自助银行(松江支行)","121.229202","31.006113"
"中国邮政储蓄银行ATM(李园营业所)","121.252679","31.390319"
"中国工商银行(川沙支行)(装修中)","121.696849","31.198973"
"中国工商银行24小时自助银行(淮海中路)","121.445118","31.20866"
"广发银行24小时自助银行(五角场支行)","121.521133","31.287133"
"中国邮政储蓄银行(方泰支行)","121.214902","31.319215"
"中国邮政储蓄银行(长江南路营业所)","121.481466","31.336058"
"中国邮政储蓄银行ATM(徐汇区支行)","121.441827","31.192618"
"汇丰银行(自贸试验区支行)","121.590873","31.349095"
"中国工商银行24小时自助银行","121.428462","31.284584"
"中国工商银行(枫林路支行)","121.457518","31.191453"
"汇丰银行(上海仙乐斯广场支行)","121.469021","31.231384"
"中国工商银行(人民广场支行)","121.469016","31.230775"
"汇丰银行(仙乐斯广场)","121.469258","31.231641"
"ICBC24h自助银行服务","121.496246","31.270496"
"中国邮政储蓄银行(黄河路营业所)","121.468876","31.237691"
"中国工商银行ATM","121.461338","31.203268"
"中国邮政储蓄银行24小时自助银行(娄塘支行)","121.214569","31.426257"
"中国工商银行(金杨支行)","121.580953","31.250891"
"浙商银行24小时自助银行(上海闸北支行)","121.454358","31.279865"
"中国建设银行(上海吴中路支行)","121.388054","31.177244"
"中国工商银行(华阴路支行)","121.44106","31.258901"
"中国邮政储蓄银行(建国东路支行)","121.468774","31.209314"
"中国邮政储蓄银行(东路支行)","121.509388","31.176459"
"中国建设银行24小时自助银行(上海华新支行)","121.226545","31.245096"
"中国工商银行24小时自助银行(彩虹湾支行)","121.48136","31.30331"
"中国工商银行(金沙江路支行)","121.392259","31.235665"
"中国工商银行24小时自助银行(小南门支行)","121.497748","31.215508"
"中国工商银行(小南门支行)","121.497685","31.215526"
"中国建设银行24小时自助银行(上海杨思支行)","121.502589","31.154723"
"中国工商银行(川北支行)","121.48228","31.264607"
"中国工商银行(国际机场支行)(装修中)","121.79745","31.162427"
"中国工商银行股份有限公司上海市静安支行","121.372791","31.272656"
"中国工商银行24小时自助银行(华江路支行)","121.325873","31.23954"
