"name","st_x","st_y"
"招商银行(上海瑞虹支行)","121.497126","31.261995"
"中国工商银行24小时自助银行(陆家嘴支行)(装修中)","121.530165","31.22367"
"中国建设银行24小时自助银行(上海外滩支行)","121.502314","31.222737"
"中国农业银行(上海江宁支行)","121.452684","31.23388"
"中国农业银行24小时自助银行(上海青浦支行营业部)","121.126057","31.15075"
"中国工商银行","121.537826","31.283234"
"中国农业银行24小时自助银行(上海马陆支行)","121.281776","31.335176"
"中国邮政储蓄银行(徐泾镇支行)","121.270993","31.171982"
"中国农业银行24小时自助银行(罗店支行)","121.350617","31.423026"
"上海农商银行(华泾路支行)","121.446474","31.118539"
"上海农商银行(合庆支行)","121.71951","31.235796"
"中国建设银行(曹杨路支行)","121.418258","31.237729"
"中国工商银行(高桥支行)","121.586755","31.339467"
"中国农业银行24小时自助银行(三门支路支行)","121.480722","31.311625"
"中国工商银行(愚园路支行)","121.424378","31.21904"
"中国建设银行24小时自助银行(杨浦支行)","121.528369","31.266357"
"中国工商银行(环球金融中心支行)","121.507759","31.234811"
"中国建设银行24小时自助银行(上海南汇新城支行)","121.926596","30.894921"
"中国民生银行ATM(大润发闸北店)","121.447814","31.298006"
"江苏银行(上海奉贤支行)","121.464858","30.928619"
"中国邮政储蓄银行(新桥路支行)","121.107179","31.21328"
"中国邮政储蓄银行24小时自助银行(黄河路营业所)","121.468823","31.237856"
"中国建设银行24小时自助银行(真如支行)","121.405402","31.257945"
"中国邮政储蓄银行(高行营业所)","121.605022","31.298492"
"中国邮政储蓄银行(大同营业所)","121.488551","31.62589"
"交通银行(车墩支行)","121.317228","31.01424"
"恒丰银行(上海总部)","121.471852","31.192291"
"中国邮政储蓄银行24小时自助银行(贝港支行)","121.44612","30.911371"
"中国邮政储蓄银行(贝港支行)","121.446192","30.91111"
"中国建设银行(广灵路支行)","121.479917","31.286225"
"中国建设银行24小时自助银行(上海广灵路支行)","121.47995","31.286218"
"中国工商银行(航头支行)","121.597191","31.035565"
"中国建设银行(漕宝路支行)","121.399134","31.159534"
"中国邮政储蓄银行(横沙储蓄所)","121.841502","31.338818"
"中国邮政储蓄银行(叶城营业所)","121.250595","31.368364"
"中国建设银行(愚园路支行)","121.422349","31.215861"
"中国建设银行24小时自助银行(上海愚园路支行)","121.422392","31.215803"
"中国邮政储蓄银行(墨玉路营业所)","121.163558","31.294622"
"中国邮政储蓄银行ATM(洞泾地铁站)(暂停营业)","121.230587","31.084439"
"中国邮政储蓄银行ATM","121.415551","31.264509"
"中国邮政储蓄银行24小时自助银行","121.178987","30.969559"
"中国邮政储蓄银行(泥城镇支行)","121.816423","30.898041"
"中国建设银行(上海大华支行)","121.419393","31.270792"
"中国建设银行24小时自助银行(大华支行)","121.419423","31.27076"
"中国工商银行24小时自助银行(宁夏路)","121.41668","31.232655"
"中国工商银行24小时自助银行(新河支行)","121.524306","31.584141"
"中国工商银行(新河支行)","121.524313","31.584227"
"中国工商银行24小时自助银行(淮海中路第一支行)","121.469586","31.22132"
"中国工商银行(雁荡路支行)","121.469922","31.22116"
"中国工商银行24小时自助银行(环城南路支行)","121.472383","30.906343"
"中国农业银行(张杨路支行)","121.542837","31.23525"
"中国工商银行24小时自助银行(普光路)","121.133164","31.186897"
"中国光大银行(广凉社区支行)","121.470137","31.287005"
"江苏银行24小时自助银行","121.399652","31.204261"
"中国工商银行24小时自助银行(南泉北路分理处)","121.518187","31.228396"
"中国邮政储蓄银行24小时自助银行(鸿兴路营业所)","121.475653","31.254557"
"中国建设银行长宁支行住房信贷部","121.422308","31.215722"
"中国邮政储蓄银行ATM(庄行支行)","121.397781","30.904031"
"中国建设银行ATM(国家开发银行大厦西南)","121.5105","31.237205"
"中国农业银行(上海封浜支行)","121.294861","31.268549"
"平安银行(上海大柏树支行)","121.488783","31.286242"
"平安银行24小时自助银行","121.488841","31.286304"
"中国建设银行ATM","121.438159","31.204785"
"上海农商银行24小时自助银行(大同分理处)","121.488312","31.625976"
"中国工商银行24小时自助银行(制造局路支行)","121.484715","31.204257"
"中国工商银行24小时自助银行(三林世博家园支行)","121.536194","31.163006"
"中国邮政储蓄银行(辛耕路支行)","121.446082","31.194679"
"中国农业银行24小时自助银行(崇明东门储蓄所)","121.411414","31.628708"
"中国工商银行(华山路第二支行)","121.445067","31.217412"
"交通银行ATM(日月光中心西区)","121.468672","31.206653"
"上海农商银行ATM(联西路)","121.251185","31.267969"
"中国农业银行(崇明支行)","121.399382","31.622519"
"中国邮政储蓄银行24小时自助银行(邬桥支行)","121.399874","30.96215"
"交通银行24小时自助银行(黄浦支行)(装修中)","121.480706","31.225499"
"上海银行24小时自助银行(月浦支行)","121.428665","31.402633"
"上海银行(真光支行)","121.389929","31.251685"
"交通银行24小时自助银行(丰庄支行)","121.365459","31.249729"
"中国建设银行(上海徐泾支行)","121.275451","31.168731"
"江苏银行ATM(上海南汇支行)","121.5879","31.114392"
"招商银行ATM(我格广场)","121.422974","31.237784"
"中国农业银行24小时自助银行(不夜城支行)(暂停营业)","121.452492","31.245414"
"中国邮政储蓄银行24小时自助银行","121.369861","31.028389"
"中国工商银行(定海路支行)","121.555447","31.277657"
"中国建设银行24小时自助银行(上海定海桥支行)(装修中)","121.553296","31.277292"
"中国邮政储蓄银行24小时自助银行","121.364973","31.252869"
"中国建设银行(报春路支行)","121.38901","31.124738"
"中国建设银行(南丹路支行)","121.430908","31.189694"
"中国建设银行(上海浦东南路支行)","121.515341","31.227678"
"中国银行上海市保管箱中心","121.460211","31.215759"
"杭州银行(黄浦支行)","121.490002","31.208227"
"中国邮政储蓄银行ATM(南盘滧支行)","121.415375","31.688417"
"上海银行ATM","121.430294","31.218805"
"招商银行24小时自助银行(上海四平支行)","121.506889","31.281959"
"招商银行24小时自助银行(金桥支行)","121.579649","31.255519"
"中国银行(金桥支行)","121.57935","31.255396"
"中国光大银行24小时自助银行(青浦支行)","121.116351","31.147911"
"上海银行24小时自助银行(青浦支行)","121.116557","31.149256"
"中国光大银行(青浦支行)","121.116342","31.148048"
"上海银行(沪亭北路支行)","121.314103","31.151508"
"招商银行(东安路支行)","121.457198","31.185977"
"招商银行ATM(天钥桥支行)","121.441264","31.19283"
"中国农业银行(祝桥支行)","121.762317","31.112696"
"中国银行24小时自助银行(顾戴路支行)","121.385764","31.138631"
"中国银行24小时自助银行(扬子中心东)","121.405543","31.202688"
"中国农业银行24小时自助银行(上海遵义路支行)","121.408016","31.211434"
"中国建设银行(上海新河支行)","121.526361","31.581227"
"中国建设银行24小时自助银行(上海仓桥支行)","121.208813","31.006931"
"浙江民泰商业银行24小时自助银行(浦东支行)","121.509091","31.159488"
"中国民生银行(徐汇支行)","121.441877","31.19498"
"中国民生银行ATM(徐汇支行)","121.441768","31.195101"
"中国农业银行24小时自助银行(上海莘庄支行)","121.377167","31.10649"
"中国邮政储蓄银行(闵行区支行)","121.377802","31.10689"
"中国工商银行24小时自助银行(梅兰坊西北)","121.476232","31.216553"
"中国建设银行(灵岩南路支行)","121.497062","31.150852"
"中国邮政储蓄银行(汲浜支行)","121.757425","31.525864"
"中国工商银行(斜土路支行)","121.450555","31.193258"
"浙商银行24小时自助银行(松江支行)","121.233095","31.0391"
"中国邮政储蓄银行(刘行营业所)","121.373241","31.357359"
"中国邮政储蓄银行(财富一零八广场支行)","121.361856","31.13544"
"上海银行ATM","121.438825","31.2372"
"中国邮政储蓄银行(常德路营业所)","121.440515","31.236851"
"中国工商银行(许昌支行)","121.510719","31.273004"
"中国邮政储蓄银行(斜土路支行)","121.470382","31.201612"
"中国工商银行24小时自助银行(赤峰路分理处)","121.49354","31.282379"
"中国建设银行(上海庙行支行)","121.439434","31.320808"
"中国建设银行(南泉路支行)","121.52245","31.211704"
"浙商银行(上海自贸区分行)","121.486517","31.185316"
"中国邮政储蓄银行(安亭支行)","121.158974","31.289742"
"中国邮政储蓄银行(古美新村营业所)(装修中)","121.400748","31.156431"
"中国工商银行(古华支行)","121.471809","30.917869"
"中国建设银行24小时自助银行(北外滩支行)","121.501821","31.249569"
"中国建设银行(上海大连路支行)","121.507648","31.264746"
"中国工商银行24小时自助银行(中实新村西北)","121.437645","31.221501"
"中国建设银行(上海自贸试验区分行)","121.606017","31.313978"
"中国工商银行24小时自助银行(武宁路支行)","121.512823","31.277105"
"中国工商银行24小时自助银行(沪太支行)","121.447208","31.262117"
"中国工商银行24小时自助银行(延平路支行)","121.442156","31.227183"
"中国邮政储蓄银行(吴淞邮局营业部)","121.488879","31.370012"
"中国工商银行(松江工业区支行)","121.261608","31.022702"
"中国建设银行24小时自助银行(鹤庆路支行)","121.41733","31.007404"
"中国工商银行(瞿溪路支行)","121.472988","31.197653"
"中国邮政储蓄银行(东书房路营业所)","121.537992","31.162808"
"中国工商银行(延长中路支行)","121.453497","31.270549"
"中国工商银行(车墩支行)","121.315005","31.012838"
"中国建设银行24小时自助银行(上海车墩支行)","121.314595","31.013691"
"中国工商银行(沪太新村支行)","121.436606","31.264667"
"日本三井住友银行(上海分行)","121.507677","31.23454"
"中国邮政储蓄银行24小时自助银行(青村支行)","121.581733","30.923879"
"中国工商银行(春申支行)","121.40606","31.103842"
"中国工商银行附行式自助银行(上海分行漕河泾开发区支行)","121.401259","31.172108"
"中国邮政储蓄银行24小时自助银行(普陀邮政支局)","121.435929","31.241251"
"中国工商银行24小时自助银行(金陵东路支行)","121.481019","31.227407"
"广发银行(浦东大道支行)","121.533806","31.243919"
"中国光大银行(杨浦支行)","121.513288","31.30303"
"上海农商银行24小时自助银行(余姚路支行)","121.433987","31.233033"
"兴业银行(自贸区分行)","121.587749","31.349823"
"上海银行24小时自助银行(自贸试验区分行营业部)","121.587472","31.350356"
"中信银行24小时自助银行(上海自贸试验区分行)","121.587358","31.349756"
"中信银行(上海外高桥支行)","121.587325","31.349727"
"上海农商银行(同普分理处)","121.362945","31.234547"
"上海农商银行(曹王支行)","121.305327","31.431723"
"上海农商银行(共富分理处)","121.427013","31.349335"
"交通银行24小时自助银行(新区支行)","121.599245","31.249397"
"中国银行24小时自助银行(临沂路支行)","121.511999","31.194769"
"中国农业银行信用卡中心(白渡路)","121.502628","31.220961"
"上海银行24小时自助银行(陆家浜路支行)","121.483028","31.211227"
"渤海银行(上海黄浦支行)","121.484504","31.215406"
"上海农商银行(西藏南路支行)","121.485316","31.213847"
"中国农业银行(荣乐西路支行)","121.204049","31.016488"
"中国光大银行(维罗纳社区支行)","121.203667","31.016392"
"上海农商银行ATM(浦建路支行)","121.540137","31.20657"
"浙江稠州商业银行24小时自助银行","121.461962","31.198765"
"中国银行(红松路支行)","121.369857","31.182249"
"兴业银行24小时自助银行(龙柏支行)","121.370061","31.181623"
"平安银行24小时自助银行(闵行支行)","121.383629","31.111076"
"上海银行(愚园路支行)","121.430315","31.218772"
"中国光大银行(南苑社区支行)","121.247785","31.366883"
"招商银行24小时自助银行(世纪大道支行)","121.535051","31.224795"
"北京银行ATM(浦东支行)","121.533393","31.223808"
"中信银行(上海浦电路支行)","121.533496","31.222886"
"中国银行24小时自助银行(康桥支行)","121.564869","31.148228"
"上海银行(广中路支行)","121.45544","31.279874"
"招商银行(上海江湾支行)","121.476485","31.304288"
"北京银行24小时自助银行(上海青浦支行)","121.124729","31.149265"
"中国光大银行(开乐社区支行)","121.338957","30.849861"
"中国农业银行(上海真华路支行)","121.411074","31.27645"
"中国农业银行(虹口支行)","121.488188","31.251255"
"上海农商银行ATM(百联金山购物中心)","121.34706","30.732793"
"平安银行(上海张江支行)","121.667077","31.237948"
"平安银行上海青浦支行停车场(出入口)","121.112253","31.159482"
"平安银行(上海彭浦社区支行)","121.451763","31.310878"
"上海银行ATM(潘朱路)","121.202633","31.409861"
"中国农业银行(盈港路支行)","121.105941","31.161305"
"上海银行24小时自助银行(嘉定支行)","121.247825","31.379638"
"中国农业银行(樱桃苑分理处)","121.523437","31.146836"
"上海银行24小时自助银行(赵巷支行)","121.19555","31.148378"
"上海农商银行24小时自助银行(外冈支行)","121.174432","31.361045"
"渣打银行ATM(虹桥路)","121.409156","31.198286"
"渣打银行ATM(渣打银行大厦东南)","121.509864","31.235795"
"上海农商银行ATM(南翔支行)","121.308357","31.290134"
"中国光大银行24小时自助银行(暂停营业)","121.342089","31.154391"
"上海银行(松江九亭支行)","121.332208","31.130742"
"交通银行(上海吉浦路支行)","121.490039","31.305306"
"上海银行(东明路支行)","121.524936","31.146789"
"中国光大银行24小时自助银行(普陀支行)","121.402692","31.243035"
"中国光大银行24小时自助银行(上海分行)","121.424133","31.203792"
"中国光大银行24小时自助银行(大唐盛世社区支行)","121.560819","31.207442"
"上海农商银行24小时自助银行(黄浦支行)","121.470933","31.210108"
"中国银行24小时自助银行(洛川中路)","121.45168","31.265695"
"中国银行(大世界支行)","121.479599","31.226235"
"上海农商银行24小时自助银行(裕鸿佳苑分理处)","121.847871","31.521253"
"上海农商银行24小时自助银行(曹王支行)","121.305293","31.431733"
"上海银行24小时自助银行(南翔支行)","121.314634","31.290937"
"上海银行(虹口支行)","121.489395","31.250916"
"中国银行(松江新城支行)","121.221184","31.032975"
"上海银行(卢湾支行)","121.475522","31.216221"
"上海农商银行(娄塘支行)","121.217622","31.430157"
"兴业银行(上海卢湾支行)","121.477192","31.207605"
"中国邮政储蓄银行(西街营业所)","121.417413","31.152998"
"渤海银行24小时自助银行(上海普陀支行)","121.438989","31.238988"
"招商银行(上海黄金城道支行)","121.394674","31.194322"
"花旗银行(南京西路支行)","121.462638","31.231179"
"花旗银行(陆家嘴世纪金融广场)","121.534966","31.213389"
"中国光大银行ATM(上海中医药大学附属曙光医院东院)","121.593491","31.18626"
"上海农商银行24小时自助银行","121.532262","31.225013"
"中国光大银行24小时自助银行(常德支行)","121.448193","31.230647"
"宁波银行ATM(场中路)","121.480433","31.307338"
"上海农商银行(长白支行)","121.543328","31.290112"
"江苏银行(上海宝山支行)","121.50193","31.379696"
"上海农商银行(高行支行)","121.610253","31.283616"
"杭州银行ATM","121.512852","31.295221"
"上海农商银行ATM(杨东路)","121.664481","31.292972"
"上海农商银行ATM","121.762141","31.112112"
"上海农商银行ATM","121.698909","31.188822"
"杭州银行(上海分行营业部)","121.49692","31.227057"
"宁波银行24小时自助银行(张江支行)","121.585413","31.204699"
"招商银行(紫竹高新开发区支行)","121.453984","31.023992"
"浙江民泰商业银行(松江支行)","121.23064","31.028902"
"上海农商银行24小时自助银行(中山中路分理处)","121.231054","31.006558"
"上海农商银行24小时自助银行(康桥支行)","121.574843","31.122772"
"盛京银行(上海长宁安龙支行)","121.387295","31.208159"
"中国农业银行(上海青浦支行)","121.125678","31.150571"
"浙江稠州商业银行(九星支行)","121.37885","31.154776"
"中国银行货币兑换机(上海福泰国际商务酒店)","121.40706","31.19983"
"上海银行ATM(百联奥特莱斯广场东)","121.227392","31.154371"
"中国光大银行24小时自助银行(育秀路)","121.46154","30.907632"
"上海银行ATM(佛罗伦萨小镇)","121.764173","31.197096"
"盛京银行(上海浦东支行)","121.53142","31.241113"
"中国农业银行(金卫支行)","121.319095","30.73028"
"招商银行24小时自助银行(上海创智天地支行)","121.512071","31.305367"
"招商银行ATM(文新报业大厦)","121.457586","31.22534"
"中国银行(娄山关路支行)","121.405158","31.215382"
"中国银行(谷阳北路支行)","121.23467","31.03273"
"中国农业银行(东新路支行)","121.42681","31.241773"
"中国工商银行ATM(商城路支行)","121.510824","31.229256"
"中国农业银行24小时自助银行(上海嘉西支行)","121.238633","31.372424"
"中国农业银行24小时自助银行(上海金山支行)","121.339019","30.739946"
"中国农业银行24小时自助银行(崇明堡镇支行)","121.618577","31.535983"
"中国建设银行ATM(新理想广场店)","121.196543","31.016825"
"中国邮政储蓄银行24小时自助银行(前卫营业所)","121.721966","31.389206"
"中国农业银行24小时自助银行(上海青浦工业园区支行)","121.117645","31.152322"
"中国工商银行24小时自助银行(闵行南方商城支行)","121.401342","31.134242"
"交通银行24小时自助银行(东书房路)","121.535104","31.166556"
"中国建设银行24小时自助银行(莘中路支行)","121.376691","31.10524"
"中国农业银行24小时自助银行(漕河泾支行)","121.427723","31.163225"
"中国农业银行ATM(白鹤支行)","121.141621","31.262177"
"中国工商银行24小时自助银行(中山西路支行)","121.426765","31.182267"
"中国工商银行(地铁莘庄站支行)","121.385247","31.111231"
"中国建设银行(沪亭北路支行)","121.315611","31.148541"
"中国建设银行24小时自助银行(青浦支行)","121.114531","31.146566"
"广发银行(黄浦支行)","121.486316","31.208602"
"中国农业银行24小时自助银行(上海东沟支行)","121.58652","31.291282"
"广发银行(桃浦支行)","121.374883","31.272286"
"中国农业银行24小时自助银行(上海川沙镇支行)","121.68903","31.197433"
"中国邮政储蓄银行24小时自助银行(新华路支行)","121.428134","31.202727"
"中国邮政储蓄银行(上海崇明区新建支行)","121.218482","31.763047"
"中国农业银行24小时自助银行(上海杜行支行)","121.528361","31.065208"
"中国农业银行ATM","121.54771","31.290395"
"中国建设银行(图们路支行)","121.549464","31.289163"
"中国邮政储蓄银行ATM","121.584856","31.335497"
"上海银行24小时自助银行(耀华路支行)","121.482998","31.172356"
"中国银行静安支行零售业务科","121.450201","31.224596"
"星展银行ATM","121.44837","31.224607"
"中国工商银行24小时自助银行(唐镇支行)","121.652574","31.207995"
"江苏银行24小时自助银行(上海分行营业部)","121.52124","31.230628"
"杭州银行(长宁支行)","121.414747","31.20015"
"中国光大银行(浦东第二支行)","121.518886","31.21015"
"中国工商银行(浦东分行)","121.5178","31.211958"
"中国银行ATM","121.413986","31.239543"
"上海银行(吴泾支行)","121.459941","31.04232"
"盛京银行ATM","121.521992","31.289793"
"中国银行(黄兴路支行)","121.52165","31.28784"
"中国建设银行24小时自助银行(南泉路支行)","121.522443","31.211761"
"中国建设银行24小时自助银行(龙漕路支行)","121.437403","31.16899"
"中国工商银行(梅川路支行)","121.381578","31.243227"
"中国工商银行(月浦支行)","121.426736","31.417386"
"中国工商银行24小时自助银行(古北新区支行)","121.394471","31.194622"
"上海农商银行(七宝支行)","121.3499","31.157779"
"中国农业银行24小时自助银行(上海新港分理处)","121.867793","30.982961"
"上海农商银行(盈中支行)","121.108962","31.146934"
"上海农商银行ATM(盈中支行)","121.109003","31.146915"
"中国农业银行ATM(宝银路)","120.924963","31.115113"
"中国邮政储蓄银行(上海金山区廊下营业所)","121.191826","30.78619"
"中国农业银行24小时自助银行(万达广场)","121.569157","31.115033"
"中国邮政储蓄银行(鞍山路营业所)","121.511334","31.276956"
"中国农业银行24小时自助银行(闵行支行)","121.384044","31.112793"
"中国农业银行24小时自助银行(上海广延路支行)","121.443948","31.23787"
"中国建设银行24小时自助银行(上海延吉路支行)","121.530509","31.283677"
"兴业银行(上海分行南汇支行)","121.756808","31.041595"
"兴业银行24小时自助银行(鼎基商业广场)","121.756855","31.041707"
"兴业银行24小时自助银行(中潭路社区支行)","121.443199","31.251575"
"南京银行24小时自助银行(上海支行)","121.516131","31.233643"
"上海农商银行(五角场支行)","121.517234","31.303898"
"中国工商银行24小时自助银行(局门路支行)","121.48052","31.207399"
"中国建设银行24小时自助银行(上海普陀支行)","121.442717","31.24339"
"中国邮政储蓄银行(中山西路营业所)","121.413153","31.217211"
"上海银行24小时自助银行(漕河泾支行)","121.429377","31.165471"
"上海银行(漕河泾支行)","121.429507","31.165428"
"交通银行(上海陕西南路支行)","121.463476","31.203722"
"交通银行24小时自助银行(陕西南路支行)","121.463304","31.203687"
"中国建设银行24小时自助银行(双城路支行)","121.49548","31.391181"
"中国农业银行(上海水电支行)","121.470392","31.287837"
"中国银行24小时自助银行(凉城支行)","121.47018","31.286865"
"上海银行(凯旋路支行)","121.419678","31.196128"
"杭州银行24小时自助银行(浦东支行)","121.529424","31.223858"
"中国邮政储蓄银行ATM(中山西路营业所)","121.413115","31.217206"
"中国建设银行24小时自助银行(凤庆路)","121.407775","31.019001"
"中国农业银行ATM","121.44907","31.022082"
"中国建设银行24小时自助银行(上海紫竹支行)","121.448706","31.022015"
"中国农业银行(华漕支行)","121.297897","31.204838"
"中国农业银行24小时自助银行(上海黄渡支行)","121.214208","31.269419"
"中国农业银行(上海康健支行)","121.422866","31.155458"
"交通银行(上海金杨路支行)","121.57965","31.248955"
"兴业银行(灵山路社区支行)","121.547933","31.230908"
"中国邮政储蓄银行24小时自助银行(张江支行)","121.617098","31.202825"
"兴业银行24小时自助银行(灵山路社区支行)","121.54788","31.230903"
"上海农商银行ATM(福泉分理处)","121.181137","31.200065"
"上海农商银行(漕泾支行)","121.412599","30.794653"
"中国农业银行(隆昌路储蓄所)","121.543972","31.269432"
"中国光大银行24小时自助银行(上海分行)","121.519784","31.23109"
"江苏银行(上海分行营业部)","121.521354","31.230615"
"中国农业银行(石门二路支行)","121.459499","31.236019"
"兴业银行(中潭路社区支行)","121.443217","31.251592"
"中国工商银行24小时自助银行(豫园支行)","121.491099","31.226236"
"中国工商银行(静安寺支行)","121.444317","31.223199"
"中国工商银行24小时自助银行(静安寺支行)","121.444231","31.223266"
"中国工商银行(青浦支行营业厅)","121.116082","31.146251"
"中国建设银行24小时自助银行(七莘路支行)","121.351972","31.149886"
"中国建设银行24小时自助银行(上海解放东路支行)","121.471963","30.917882"
"中国工商银行24小时自助银行(古华支行)","121.471809","30.917869"
"中国建设银行(解放东路支行)","121.471963","30.917882"
"中国邮政储蓄银行24小时自助银行(斜土路支行)","121.47038","31.201667"
"中国建设银行(上海华灵路支行)","121.41053","31.279294"
"中国邮政储蓄银行24小时自助银行","121.443872","31.183699"
"广发银行ATM(星游城)","121.442236","31.18505"
"中国建设银行(上海七宝支行)","121.361021","31.140031"
"中国建设银行(上海长征支行)","121.367018","31.238074"
"中国工商银行24小时自助银行(长阳支行)","121.524938","31.264886"
"中国邮政储蓄银行(上海崇明区堡镇支行)","121.617891","31.538766"
"中国邮政储蓄银行24小时自助银行(杨泰路营业所)","121.445375","31.367607"
"中国工商银行(票据营业部)","121.490552","31.245633"
"中国工商银行(唐镇支行)","121.652604","31.207947"
"中国邮政储蓄银行24小时自助银行(鞍山支行)","121.51424","31.278174"
"中国建设银行24小时自助银行(上海青浦城东支行)","121.134983","31.145437"
"广发银行24小时自助银行(青浦支行)","121.13391","31.146331"
"中国工商银行24小时自助银行(张庙支行)","121.453406","31.336643"
"中国工商银行(张庙支行)","121.453617","31.336729"
"中国邮政储蓄银行(沈巷邮政支局)","121.055837","31.075746"
"上海银行24小时自助银行(周浦支行)","121.571174","31.113573"
"上海农商银行(普陀真如支行)","121.382263","31.253381"
"上海银行(天山支行)","121.401594","31.211209"
"招商银行(上海天山支行)","121.401046","31.21191"
"中国光大银行24小时自助银行(广凉社区支行)","121.469945","31.286988"
"招商银行(荆州路)","121.510911","31.262766"
"杭州银行24小时自助银行(闵行支行)","121.377176","31.108895"
"中国光大银行(闵行支行)","121.377789","31.109239"
"中国工商银行24小时自助银行","121.438895","31.241811"
"平安银行ATM(靖宇东路)","121.543183","31.293171"
"兴业银行24小时自助银行","121.483357","31.398075"
"中国银行24小时自助银行(浦东开发区支行营业部)","121.593214","31.246566"
"中国工商银行(剑河路支行)","121.368305","31.210246"
"中国工商银行24小时自助银行(太阳都市支行)","121.489339","31.222276"
"中国工商银行(松江大学城支行)","121.203973","31.049512"
"中国邮政储蓄银行24小时自助银行(山阳营业所)","121.364008","30.763005"
"汇丰银行24小时自助银行(上海虹桥扬子中心支行)","121.405447","31.202442"
"汇丰银行(虹桥扬子中心支行)","121.405493","31.202611"
"中国邮政储蓄银行(江月路营业所)","121.505736","31.081862"
"中国建设银行(上海江月路支行)","121.505404","31.081892"
"中国工商银行(曹杨路支行)","121.409247","31.245893"
"中国工商银行24小时自助银行(上海嘉定支行)","121.244757","31.382493"
"中国工商银行(上海嘉定支行)","121.244643","31.382456"
"中国邮政储蓄银行ATM(长征营业所)","121.41177","31.761708"
"中国邮政储蓄银行(南码头邮局营业部)","121.508658","31.197851"
"中国建设银行(上海西康路支行)","121.445193","31.235932"
"中国工商银行(横浜桥支行)","121.483505","31.259841"
"中国工商银行24小时自助银行(汾西路支行)","121.451594","31.313269"
"中国邮政储蓄银行(下沙邮政支局)","121.593651","31.05073"
"中国邮政储蓄银行(妙境路支行)","121.693765","31.18209"
"中国建设银行(上海东昌路支行)","121.512472","31.232568"
"中国邮政储蓄银行(陆家嘴支行)","121.511917","31.232385"
"中国建设银行24小时自助银行(上海庙行支行)","121.439399","31.320812"
"中国邮政储蓄银行ATM(安图路)","121.539455","31.293884"
"中国邮政储蓄银行(罗泾邮政储蓄)","121.343893","31.479011"
"中国建设银行24小时自助银行(马陆支行)","121.282792","31.332987"
"中国邮政储蓄银行24小时自助银行","121.283078","31.332602"
"渣打银行(上海静安商城路支行)","121.452113","31.226541"
"中国工商银行(浦东软件园支行)","121.603529","31.2022"
"中国工商银行24小时自助银行(静安支行)","121.443518","31.232138"
"中国工商银行(静安支行)","121.443411","31.232107"
"中国工商银行(上海市地铁支行南站广场支行)","121.431172","31.152459"
"中国邮政储蓄银行(车墩支行)","121.31611","31.014973"
"南洋商业银行ATM(上海徐汇支行)","121.442358","31.186841"
"中国邮政储蓄银行(金汇支行)","121.501296","30.988416"
"宁波银行(上海黄浦支行)","121.470916","31.233784"
"中国工商银行(武康路支行)","121.437585","31.203961"
"招商银行24小时自助银行(安亭支行)","121.161999","31.289614"
"中国农业银行24小时自助银行(涵青路)","121.398264","31.329213"
"前进邮政储蓄","121.598925","31.642903"
"中国工商银行24小时自助银行(靖宇中路)","121.52544","31.283748"
"招商银行24小时自助银行(神旺大酒店)","121.420378","31.175963"
"上海银行24小时自助银行(长宁支行)","121.399186","31.205548"
"中国银行(长宁支行)","121.408261","31.203755"
"中国银行(新闸路支行)","121.460074","31.234811"
"中国建设银行24小时自助银行(福州路支行)","121.477082","31.231758"
"中国工商银行(张江支行)","121.615975","31.204858"
"中国邮政储蓄银行24小时自助银行","121.426056","31.134826"
"上海农商银行ATM","121.346541","31.138018"
"花旗银行ATM(上海浦西支行)","121.48943","31.239097"
"中国银行(天钥桥路支行)","121.441326","31.192555"
"上海银行(嘉定支行)","121.247825","31.379638"
"中国农业银行(新桥支行)","121.313831","31.063435"
"上海农商银行(新港支行)","121.867847","30.985977"
"上海银行(石泉支行)","121.432192","31.252204"
"中国建设银行24小时自助银行(宝山路支行)","121.476653","31.253208"
"中国建设银行(兰溪路支行)","121.405001","31.239304"
"上海银行(联洋支行)","121.56024","31.226077"
"上海银行(马陆支行)","121.282562","31.331437"
"中国银行ATM(上海商城)","121.451862","31.226624"
"上海农商银行(海桥分理处)","121.310628","31.786212"
"中国建设银行24小时自助银行(上海东川路支行)","121.410425","31.012155"
"中国工商银行(年家浜路支行)","121.568568","31.113347"
"中国建设银行ATM(上海浦东南路支行)","121.515309","31.227638"
"中国工商银行(漕河泾开发区支行)","121.401397","31.1721"
"中国建设银行(上海俱进路支行)","121.611191","31.300721"
"中国建设银行24小时自助银行(俱进路支行)","121.611198","31.300785"
"中国工商银行(颛桥支行)","121.393786","31.055173"
"中国邮政储蓄银行24小时自助银行(上海自由贸易试验区支行)","121.605698","31.313484"
"中国建设银行24小时自助银行(上海自贸试验区分行)","121.606055","31.313864"
"中国建设银行24小时自助银行(上海新闸路支行)","121.44575","31.229178"
"中国建设银行(上海真华路支行)","121.412141","31.272784"
"中国建设银行24小时自助银行(真华路支行)","121.412185","31.272797"
"中国建设银行ATM(久光百货)","121.446019","31.224522"
"中国建设银行ATM(东方路)","121.53235","31.21751"
"中国农业银行24小时自助银行(上海金卫支行)","121.318972","30.730108"
"中国建设银行24小时自助银行(建设中)","121.538133","31.270982"
"中国工商银行(上海市西站支行)","121.397422","31.260569"
"中国农业银行24小时自助银行(上海慧创支行)","121.331115","31.240111"
"中国农业银行24小时自助银行","121.510435","30.905458"
"中国农业银行24小时自助银行(三源路)","121.404197","31.260044"
