name,price,green_rate,plot_ratio,address
霖雨山庄,12808,70.00%,0.5,金山桥开发区/碧螺山庄/杨山路9号
湖森堡,13821,70.00%,0.4,铜山/国基城邦/玉带路
御翠苑别墅小区,10000,,,铜山/铜山新区/彭祖路
民富园小区,10946,,,"云龙/民富园/汉景大道,近德政北路"
民怡园,11093,,2,云龙/绿地世纪城/汉景大道
骆驼山康馨园B区,12206,,,云龙/绿地世纪城/郭庄路
绿地之窗四期,12827,,,"贾汪/新夏路口/站南路,近鸿畅路"
阳光花园,12303,,,云龙/郭庄路/郭庄路
望城花园,9304,,,"铜山/铜山新区/大学路,近汉望线"
金泰小区一期,11191,,,泉山/南段风景区/泰山路，近三环南路
铁刹小区,9496,,,云龙/天桥东/响山南路
富丽花园,14918,,,泉山/大润发/明珠路
永业小区,12318,,,泉山/云龙湖风景区/欧庄路168号
徐州人家响山中区,11059,,,鼓楼/响山路/响山路
康乐园,10201,,,铜山/铜山万达/长江西路22号
泰山汇景花园,10998,,,泉山/猴山窝/金山东路15号
泰山嘉园,14331,,,"泉山/矿业大学/金山东路,近学城路"
公园小区,14686,,,云龙/青年路/青年路141号
孟庄公寓,11000,,,泉山/风华园/金山东路
沈场小区,8188,,,鼓楼/庆云桥西/黄河北路78号
下淀小区,8714,,,鼓楼/下淀/下淀路
荆南小区,10171,,,鼓楼/鼓楼花园/中山北路336号
民和园(北区),10152,,,"泉山/西苑/西苑中路,近民安路"
箐华园,11607,,,泉山/湖滨小区/工农南路
津东雅苑,12335,,,云龙/天桥东/津浦东路
铁路3宿舍,10000,,,云龙/丰储街/和平路
和风雅致小区,12766,,,鼓楼/和风雅致/祥和路
吴庄花园,12253,,,"泉山/大润发/明珠路,近吴庄路"
子房美景花园,11037,,,云龙/火车站/响山路
大学城,10750,,,泉山/矿业大学/大学城西路
弘润园,11740,,,泉山/风华园/三环南路，近风华南路
梅苑小区,14099,,,泉山/大润发/煤建路
君悦园,14371,,,云龙/郭庄路/郭庄路155号
古槐园一期,10202,,,云龙/天桥东/铜山路
丰财小区,10017,,,鼓楼/四道街/环城路8号
华康园小区,11405,,,鼓楼/和风雅致/祥和路11号
建国小区,10687,,,云龙/戏马台/兴隆街
永嘉花园,11159,,,鼓楼/堤北/煤港路6414号
金山花园,10873,,,"泉山/碧水湾/泰山路,近三环南路"
民健园,10982,,,泉山/段庄广场/黄河南路119号
新生里供电小区,10618,,,云龙/沃尔玛/黄河西路
侯山窝,10019,,,泉山/猴山窝/解放南路
艺君花园(东区),9204,,,泉山/西苑/黄河南路
静博园小区,10118,,,泉山/大润发/建国西路
惠工小区,9578,,,鼓楼/鼓楼广场/风尚路
金苑小区(北院),10045,,,"鼓楼/金山桥/龙潭路,近金苑路"
西苑人家,10119,,,"鼓楼/东站/三环西路,近黄河北路"
俊苑小区,10037,,,泉山/湖滨小区/工农南路101号
恒天花苑,13766,,,泉山/凤鸣路/奎山中街
湖畔花苑,12608,,,鼓楼/鼓楼广场/马场湖西路
怡和公寓(泉山),9883,,,泉山/段庄广场/煤建一街30号
积翠新村,10285,,,泉山/四院/泰山路
黄河丽景花园,13550,,,泉山/天山绿洲/苏堤北路60号
莲花小区,10809,,,云龙/师大北门/莲花井巷
工程小区,11110,,,泉山/段庄广场/苏堤路84号
竹园小区,9654,,,铜山/铜山新区/长江西路16号
新华世纪嘉园,7980,,,邳州/邳州市区/闽江东路
泰和人家,11803,,,泉山/泉山森林公园/金山东路9号
西余窑,10335,,,泉山/云龙公园西/西安南路124-1号
华润花园,11923,,,泉山/合群桥/黄河南路126号
水苑长桥,12081,,,鼓楼/九龙湖/二环北路185号
狮南小区,7329,,,"云龙/郭庄路/三环路,近郭庄路"
怡园小区,10690,,,泉山/奎园西门/奎南路1号
丹桂园小区,10106,,,泉山/矿业大学/金山东路18号
和平新村,11031,,,泉山/淮海西路/事业巷
事业小区,11998,,,泉山/淮海西路/事业巷
煤建西村,11805,,,泉山/大福源/煤建西路15号
永安小区,11904,,,泉山/永安广场财经学校/建国西路
矿南公寓,9266,,,"泉山/泉山森林公园/三环南路,近长安路"
坝子街小区,10719,,,鼓楼/富源国际/黄河北路6号
都市家园,11562,,,泉山/淮海西路/淮海西路149号
橙黄时代山水丽庭,10897,,,泉山/四院/奎山路
王场新村,8914,,,鼓楼/祥和小区/煤港路
嘉和雅苑,17778,,,泉山/大润发/纺织东路
刘场小区,12398,,,泉山/湖滨小区/湖北路84号
民康园小区,9440,,,泉山/西苑/水漫桥路6号
金奎小区,10219,,,"泉山/凤鸣路/淮塔东路,近奎河西路"
雁山小区,10953,,,泉山/淮西客运站/淮海西路
万通小区,10516,,,泉山/段庄广场/新淮海西路
畔苑小区,11316,,,鼓楼/庆云桥西/苏堤北路98号
民主小区,19711,,,鼓楼/1818美食/夹河东路2-3号
盛世佳园,12096,,,"泉山/泉山美墅/三环南路,近泰山路"
东华小区,10140,,,鼓楼/富源国际/坝子街
四季雅园,13810,,,云龙/绿地世纪城/郭庄路
中北小区,10257,,,鼓楼/和风雅致/中山北路
新都家园,8606,,,"铜山/铜山新区/长江西路,近乐山路"
人民家园,11496,,,泉山/大福源/建国西路
刘场世纪花园,12486,,,泉山/湖滨小区/湖北路
公安小区,10333,,,泉山/泉山森林公园/大学城西路，近金山东路
薇园小区东院,13216,,,泉山/淮西新一街/淮海西路248号
万里巷小区,10895,,,泉山/永安广场财经学校/西安南路
公园西村,10992,,,泉山/永安广场财经学校/苏堤路
兴隆花园一期,9889,,,鼓楼/煤港路/煤港路
建西小区,10783,,,泉山/四院/泰山路28号
民和小区,11956,,,云龙/沃尔玛/民和路3号
倒马井,11220,,,泉山/彭城广场/明理街1号
锦绣园,14686,,,泉山/夹河街东/黄河南路42号
福水小区,11147,,,泉山/香港名店街/少华街10号
地藏里小区,9792,,,鼓楼/大马路/黄河东路
鑫泰花园,10327,,,泉山/猴山窝/金山东路
金奎果苑,12869,,,泉山/凤鸣路/奎山中街
津埔花园,10157,,,云龙/汽车客运总站/复兴南路
袁桥小区,8864,,,云龙/沃尔玛/迎宾路
千禧龙花园,10488,,,鼓楼/庆云桥西/黄河北路166号
铜电家园,19088,,,泉山/四院/奎山路
风华园(东区)(泉山区),11280,,,泉山/风华园/解放南路
琵琶花园南区,10794,,,鼓楼/荆马河/沈孟路
港北小区,9932,,,鼓楼/九龙湖/中山北路286号
凤凰山物华家园,17212,,,泉山/四院/凤台路7号
一栋洋房,16262,,,泉山/四院/凤台路12号
香都家园,10549,,,鼓楼/堤北/煤港路50号
下洪小区,9795,,,云龙/天桥东/复兴南路
恒艺公路花园,10528,,,铜山/铜山万达/上海路72号
新城花园,6227,,,丰县/城区/经一路
聚福园,7941,,,铜山/铜山万达/上海路
金泰馨雅园,14738,,,泉山/南段风景区/金山东路
顺河南,9109,,,云龙/汽车客运总站/复兴南路
栖凤花园,9986,,,泉山/奎园西门/解放南路
颐泰嘉园,10090,,,泉山/矿业大学/迎宾大道12号
干休小区,8850,,,铜山/铜山万达/学苑路20号
福苑花园,12885,,,云龙/万达广场/民祥园路
拉菲尔大街,8258,,,铜山/铜山新区/衡山路
和平小区,10451,,,邳州/邳州市区/建设中路4号
石榴园,8125,,,"铜山/铜山新区/长江西路,近北京路"
绿苑花园,10852,,,云龙/万达广场/和平大道
新建北村,9193,,,鼓楼/堤北/复兴北路
朱庄小区(南区),8836,,,鼓楼/堤北/煤港路
吴庄报社小区,11875,,,泉山/大润发/煤建路
芙蓉园,14236,,,"铜山/文泰康城/风华南路,近嘉美路"
北坝山小区,8715,,,云龙/黄山新村/城东大道
苏堤小区,10561,,,泉山/合群桥/黄河北路22号
小北门公寓,11458,,,泉山/黄河南路/光明东路
建工小区,11145,,,泉山/大福源/建国西路133号
榴园小区,10174,,,泉山/小康人家/淮海西路293号
久隆小区,10649,,,鼓楼/堤北/二环北路
梨园小区,10050,,,泉山/矿业大学/迎宾大道16号
段庄新村,11343,,,泉山/段庄广场/淮海西路334号
客运宿舍(云龙),9440,,,"云龙/丰储街/黄河西路,近迎宾路"
嘉铭苑,10909,,,泉山/天山绿洲/苏堤北路
广电宿舍楼,10080,,,铜山/铜山新区/学苑路1号
金财佳苑,11111,,,"泉山/碧水湾/泉新路,近三环南路"
世纪佳苑,9930,,,泉山/鑫苑景园/水漫桥路
金贸小区,10089,,,鼓楼/庆云桥西/黄河北路47号
雷奥公寓,9586,,,"铜山/铜山新区/北京北路,近淮河西路"
庆云西站小区,10258,,,鼓楼/庆云桥西/中山北路202号
玉潭佳苑,9310,,,鼓楼/九里/汉城路
兰园小区,9238,,,"铜山/铜山新区/上海路,近同昌西路"
前舜新村,9888,,,鼓楼/四道街/大坝头
少华小区,11391,,,泉山/香港名店街/少华街
华厦花园,10962,,,鼓楼/祥和路/祥和路
九龙湖公寓,12084,,,"鼓楼/鼓楼广场/九龙湖路,近天齐南路"
苏电公寓,10000,,,鼓楼/祥和路/祥和路4号
锦江豪庭,9650,,,泉山/彭城广场/博爱路
津浦东园,9381,,,云龙/楚王陵/津浦东路
民健小区,10339,,,"云龙/万达广场/东丰路,近假山南北路"
万通佳苑,11929,,,泉山/段庄广场/二环西路106号
千禧龙小区,10142,,,鼓楼/庆云桥西/黄河北路166号
普查小区,11803,,,泉山/段庄广场/煤建一街
中院小区,11386,,,泉山/淮西客运站/淮海西路
石磊小区,12935,,,云龙/戏马台/彭城路278号
富贵园小区,9816,,,鼓楼/堤北/煤港路
公交宿舍,7696,,,泉山/淮西客运站/准海西路
海郑花园,11034,,,泉山/四院/玉带西街
状元楼,15277,,,鼓楼/古彭广场/黄河南路
建新小区,8103,,,云龙/九七医院/铜山路224号
翰林花园南区,10416,,,"云龙/尚仕名邸/庆丰路,近徐海路"
书苑小区,8385,,,"铜山/铜山新区/上海路,近海河路"
中煤建安六处小区,8746,,,"铜山/文泰康城/风华南路,近煤建校北巷"
阳光军旅,5840,,,鼓楼/鼓楼广场/马场湖西路8号
三达小区,10014,,,云龙/汽车客运总站/复兴南路134号
望塔景园,10555,,,泉山/矿业大学/科技街
绅士花园,14984,,,泉山/吴庄花园/培正巷
民强园,10520,,,云龙/万达广场/黄山路
永业嘉苑,5263,,,"贾汪/新夏路口/转型大道,近泉城路"
煤机东村小区,8547,,,鼓楼/杨庄/下淀路149号
建北小区,10150,,,鼓楼/堤北/复兴北路
盛天茗苑,15888,,,泉山/段庄广场/西苑中路
明理街小区,11529,,,泉山/香港名店街/明理街
人防小区,10830,,,泉山/段庄广场/黄河南路
锦萃家园,10000,,,铜山/铜山新区/黄河西路
旭阳花园,9205,,,铜山/铜山新区/同北巷2号
东华园小区,11415,,,云龙/万达广场/东丰路
惠工东村,9360,,,鼓楼/四道街/煤港路100号
美兰花园,8153,,,金山桥开发区/高铁站/203县道
下洪新村,10415,,,云龙/宣武市场/黄河东路
南岸别墅,22718,,,泉山/开元四季/玉带路3号
阳光人本花园,14400,,,泉山/奎园西门/解放南路
富丽城小区,13984,,,泉山/四院/解放路
鑫惠花园(北区),6624,,,邳州/邳州市区/南京路
老营盘小区,9925,,,鼓楼/大马路/前进路112号
紫荆花园,10209,,,沛县/沛县市区/正阳南路15号
国税小区,13861,,,泉山/市二院/道平路2号
物园小区,8478,,,泉山/段庄广场/二环西路
一水花园,9438,,,铜山/檀香山/徐潇公路
南湖花园,20143,,,泉山/开元四季/玉带路
英南小区,8787,,,泉山/贵邦财富大厦/建国西路
丽景美厦,10042,,,泉山/湖滨小区/二环西路
在水一方(南区),6531,,,丰县/城区/河滨路136号
芙蓉南苑,9148,,,"铜山/文泰康城/风华南路,近煤建校北巷"
教师公寓,11081,,,云龙/云龙周边/德政路
凤凰山中房园A座,14688,,,泉山/四院/凤鸣路6号
鼎瑞雅居(东区),11488,,,泉山/段庄广场/矿山路59号
工商局宿舍,11728,,,泉山/永安广场财经学校/西安南路120号
沙后巷小区,12264,,,云龙/师大北门/劳动巷
永业花园,10119,,,鼓楼/庆云桥西/铜沛路188号
铜沛警苑,9331,,,鼓楼/古彭广场/铜沛路180-184号
龙华城,5405,,,丰县/城区/解放路93号
韩山公寓,11851,,,泉山/淮西客运站/淮海西路355号
美尔小区,5660,,,鼓楼/鼓楼周边/西三环快速路
桃园别墅,11235,,,铜山/铜山新区/黄河西路56号
民享里小区,11138,,,泉山/彭城广场/夹河街
民安小区,10451,,,云龙/万达广场/东丰路
铁桥东小区,9423,,,云龙/天桥东/铜山路
安馨小区,5416,,,泉山/火花/大彭路
先锋家园(东区),9531,,,云龙/黄山新村/假山南北路
府城阁,15584,,,鼓楼/彭城广场/民主北路
国源小区,9172,,,铜山/铜山新区/北京路61号
盛华园,10822,,,鼓楼/祥和路/祥和路
牛山教师公寓,21292,,,铜山/铜山新区/黄河西路
矿大别墅,15625,,,铜山/铜山新区/圭山路
福润佳苑(西区),7767,,,"泉山/淮西客运站/福润路,近淮海西路"
颐园小区,10149,,,泉山/湖滨小区/工农北路
苏堤大厦,10936,,,泉山/淮西新一街/苏堤北路
亚都嘉园,4535,,,邳州/邳州市区/青年西路
凤鸣花园中组小区,11767,,,泉山/四院/凤台路
富国大厦,10238,,,"泉山/香港名店街/富国街,近中山北路"
圣泉花园,12725,,,"铜山/居乐园/彭祖路,近嵩山路"
君廷商务公寓,3684,,,鼓楼/煤港路/庙山路
民慧园(北区),8157,,,贾汪/步行街/310国道
徐州海关宿舍,8968,,,云龙/宣武市场/宣武路1号
坝山公寓,10329,,,云龙/黄山新村/黄山路6号
宝恒公寓,8720,,,鼓楼/大马路/黄河东路39号
煤机西村,8000,,,鼓楼/下淀/下淀路
金晖嘉园,10367,,,鼓楼/煤港路/海鸥路
龙潭花园,10439,,,鼓楼/金山桥/龙潭环路5号
南坝山小区,10739,,,云龙/绿地世纪城/黄山路
复兴家园,13037,,,云龙/丰储街/复兴南路334号
绿健花园,11452,,,鼓楼/和风雅致/马场湖路
摩尔庄园,4600,,,铜山/铜山新区/汇河路2号
4813宿舍,10331,,,泉山/段庄广场/矿山东路42号
东坡花园,9523,,,泉山/四院/泰山路
一机厂宿舍,8586,,,泉山/淮西新一街/矿山东路
福中居小区,11619,,,泉山/夹河街东/中山北路59号
江苏铝厂宿舍,8447,,,鼓楼/堤北/煤港路60号
纺织花园,15925,,,泉山/段庄广场/建国西路220号
金鹏小区,15753,,,泉山/四院/凤鸣路
金水公寓,6797,,,泉山/夹河街东/黄河南路35号
荣昌盛苑,10388,,,泉山/段庄广场/二环西路91号
民聚园,6500,,,泉山/植物园/黄河南路
天齐花园,20526,,,泉山/开元四季/湖西路2号
海富公寓,9639,,,鼓楼/庆云桥西/黄河北路
河清路70号小区,15246,,,鼓楼/古彭广场/河清路70号
云水山庄,12500,,,铜山/铜山新区/黄河西路
富泊湾公寓,16597,,,"泉山/风华园/风华南路,近三环南路"
军苑小区,12222,,,泉山/建国西路/二环西路
金莱花园,4602,,,鼓楼/东站/襄王南路
高伟达小区,8112,,,云龙/沃尔玛/复兴南路330号
怡和北公寓,10322,,,鼓楼/富国街/黄河北路
华美悦澜湾,0,,,铜山/檀香山/三环北路
开元mini公寓,11111,,,"泉山/贵邦财富大厦/杏马路,近开元路"
行宫花园,2900,,,铜山/檀香山/茅村街
民主苑小区,3370,,,"贾汪/步行街/305县道,近文化路"
徐州医药高等职业学校教工宿舍,9806,,,云龙/师大北门/共建路1号
中骏柏景湾,8276,,,铜山/铜山万达/北京南路
德信君宸,16814,,,"鼓楼/庆云桥西/苏堤北路,近黄河北路"
电厂家属院,10920,,,泉山/夹河街东/夹河前街73号院
自来水公司宿舍,7500,,,邳州/邳州市区/青年东路51号
孤山安置小区,4885,,,"金山桥开发区/高铁站/贾汪大道,近徐海路"
富源小区,5000,,,"邳州/其它/陵园路,近江恒路"
天瑞花园,10000,,,铜山/铜山万达/黄河西路
前姚村公寓,4218,,,"金山桥开发区/高铁站/文化东路,近徐海路"
安冉花园,3800,,,"沛县/沛县市区/上海路,近南京路"
教师家园,9587,,,"鼓楼/金山桥/知春园路,近白云路"
天成枫华丽致,0,,,睢宁/城区/中山北路
蓝城东方兰园,0,,,睢宁/城区/天虹大道
唐沟和谐园,4387,,,"铜山/铜山新区/徐丰公路,近柳里线"
北辰花园,0,,,睢宁/城区/S121省道
人和家园,2594,,,"铜山/铜山新区/海运路,近311国道"
陇海家园,2654,,,"铜山/铜山新区/323省道,近311国道"
益通茗苑,3298,,,"铜山/铜山新区/迎宾路,近305县道"
康乐家园,3587,,,"铜山/铜山新区/301镇道,近305镇道"
云龙紫荆园,10501,,,"云龙/民营工业园/民富路,近汉源大道"
顺发公寓,4387,,,"睢宁/城区/幸福路,近金高线"
润企润景新苑,5638,,,"睢宁/城区/文学南路,近324省道"
乐园公寓,4500,,,"睢宁/城区/乐园路,近东升街"
长寿里小区,5000,,,睢宁/城区/二小路31号
大巷口,16693,,,云龙/青年路/解放路3号
天鸿水岸景城,6876,,,"邳州/邳州市区/邳新路,近万兴东路"
馨源小区,5913,,,"铜山/铜山新区/堡中路,近振兴路"
千禧城,8263,,,"铜山/铜山新区/闽江路,近银山路"
时代商城,5205,,,丰县/城区/人民路176号
神井花园,3400,,,新沂/新沂市区/神井大道
中骏汇景城,10200,,,铜山/国基城邦/珠江西路
月牙河小区,3200,,,丰县/城区/大同路
临府小区,4200,,,丰县/城区/临府街
中浙绿堡花苑,6500,,,邳州/邳州市区/富春江路
帝泽名城,0,,,邳州/邳州市区/关公东路
富园名居,0,,,鼓楼/下淀/下淀路
爱民小区,0,,,丰县/城区/大庆路
供销嘉苑,0,,,铜山/檀香山/X305县道
中船城市广场,0,,,贾汪/青山泉镇/工商路88号
绿地领海,0,,,新城区/商务城/昆仑大道
民族中学宿舍楼,3585,,,丰县/城区/北苑路1号
通益茗苑,5274,,,"铜山/铜山新区/305县道,近迎宾路"
外贸局院,5000,,,丰县/城区/人民路17号
茗居苑,6572,,,铜山/铜山新区/振兴北路96号
和兴小区,4003,,,贾汪/青山泉镇/民和路2号
天硕名都,4000,,,沛县/沛县市区/徐沛路
盛业和园,6117,,,铜山/檀香山/104国道
凤凰家园,4036,,,铜山/檀香山/兴业路
富春山居(别墅),0,,,云龙/九七医院/徐海路
丰慧华丽家族,0,,,新沂/新沂市区/人民路
工商局宿舍,0,,,丰县/城区/中阳大道
新城玖珑湖,0,,,鼓楼/九龙湖/九龙湖路
大华潘安湖首府,0,,,贾汪/青山泉镇/星光大道
润东花园,0,,,铜山/檀香山/人民路
沈店花园,0,,,金山桥开发区/高铁站/和平大道
中梁首府,0,,,铜山/铜山万达/银山路
东方瀚苑,0,,,邳州/邳州市区/邳新路
解台锦程小区,2897,,,"贾汪/青山泉镇/305县道,近通港大道"
国华大厦,8287,,,泉山/夹河街东/中山北路39号
玫瑰花园,8691,,,"铜山/国基城邦/府前路,近紫金路"
梦佳景园,3305,,,"铜山/檀香山/青年路,近458镇道"
侯园小区,4231,,,"丰县/城区/人民东路,近支农路"
金茂华庭,0,,,沛县/沛县市区/铁东路
梧桐公馆,0,,,铜山/铜山新区/华山路
康华园,5000,,,"铜山/铜山新区/长安路,近连霍高速"
民乐苑社区,2545,,,"贾汪/新夏路口/泉城路,近洪西路"
中钰月亮湖壹号,4992,,,"贾汪/新夏路口/303县道,近贾韩南路"
和平路万象府,0,,,新城区/奥体中心/振兴大道
旺家山水,0,,,泉山/火花/群英路
向阳小区,0,,,邳州/邳州市区/三汊河路
北尚新城,0,,,睢宁/城区/204县道
富春山居,0,,,云龙/九七医院/徐海路
玖玺,0,,,泉山/儿童医院/矿山东路
溪悦茗城,0,,,睢宁/城区/澳门路1号
郑集工具厂家属院,3000,,,铜山/檀香山/商业街
金泰御兰湾,7260,,,睢宁/城区/中山北路
绿地莫兰迪公馆,0,,,新城区/大龙湖/黄浦路
金地商街,4991,,,"丰县/城区/人民路,近工农路"
新苏公馆,8210,,,邳州/邳州市区/闽江路16号
恒大林溪郡,8100,,,"邳州/邳州市区/扬州路,近长江路"
泊寓新里程社区,9000,,,云龙/火车站/津浦西路168号
世纪梨园(别墅),0,,,丰县/城区/丰黄路
田昌华府(别墅),0,,,贾汪/新夏路口/新龙路
田昌华府,0,,,贾汪/新夏路口/新龙路
宏基盛世豪庭,0,,,邳州/邳州市区/华山路
万悦城(别墅),0,,,泉山/开元四季/三环南路299号
蓝城沁园,9907,,,铜山/檀香山/海棠路168号
怡康家园,0,,,铜山/檀香山/隆源路
壹方城,9714,,,铜山/国基城邦/徐州市铜山区大学路219号
官庄小区和谐家园,5138,,,金山桥开发区/高铁站/和平大道
水岸豪庭,7600,,,新沂/新沂市区/黄沭路
凤凰墅,12076,,,"邳州/邳州市区/南京路,近长江路"
凤凰小区,0,,,贾汪/青山泉镇/军泉路
棠张新居,0,,,铜山/檀香山/Y606
晟联新贵都,0,,,睢宁/城区/天虹大道
弘扬凤鸣府(别墅),0,,,贾汪/青山泉镇/凤鸣路
汉城花园,10086,,,丰县/城区/汉正街
御景云城,4563,,,"沛县/沛县市区/汉玉路,近温州路"
新盛贝客公寓,0,,,泉山/矿业大学/徐州工程学院科技产业园
红星金茂悦,16998,,,云龙/九七医院/和平大道1-2号
欧蓓莎国际商城,8000,,,金山桥开发区/高铁站/徐海路66号
金园小区,8000,,,睢宁/城区/金园巷81号
苹果社区,6913,,,邳州/邳州市区/恒山路
文中路小区,9864,,,铜山/铜山万达/学苑路41号
福佑新都,2445,,,睢宁/城区/前进西路
和顺巷商住楼,11278,,,鼓楼/金山桥/环城路227号
江南名都城,0,,,沛县/沛县市区/东风东路69号
世贸广场钻石国际,6950,,,云龙/绿地世纪城/兵马俑路16号
维维市府雅苑,4774,,,新沂/新沂市区/市府东路100号
馨园雅居,8030,,,新沂/新沂市区/北京路9号
明珠花苑,4800,,,新沂/新沂市区/轻工路29号
季合元小区镇政府宿舍楼,0,,,丰县/城区/中阳大道
供销小区商住楼,7173,,,邳州/邳州市区/新安路78号
大许村祥瑞嘉苑,9161,,,铜山/铜山新区/健康路
环城路171号院,8575,,,鼓楼/四道街/环城路171号
腾飞家园,2200,,,沛县/沛县市区/321省道
南京商厦,5200,,,新沂/新沂市区/南京路48号
国际商贸城金屋广场,6400,,,新沂/新沂市区/大桥西路23号
名城锦园,6000,,,"沛县/沛县市区/樊哙路,近汉兴路"
新世纪建材装饰城(商住楼),8500,,,泉山/矿业大学/迎宾大道11号
万科翡翠天地,17652,,,泉山/段庄广场/淮海西路6号
公园壹号,4400,,,丰县/城区/丰邑路
安居九期西区,3500,,,丰县/城区/东环路
沂沭泗水利局宿舍南院,9800,,,泉山/凤鸣路/奎淮路3号
福润苑,12321,,,铜山/铜山万达/煤建校北巷3号
凤凰嘉园,7800,,,新沂/新沂市区/珠江路
国际商贸城,5200,,,新沂/新沂市区/大桥路21号
紫薇小区,3800,,,邳州/邳州市区/华山路
上海公馆,6500,,,新沂/新沂市区/南京路
云鼎秀水湾,4500,,,邳州/邳州市区/青年东路
富国绿苑,10500,,,泉山/夹河街东/少华街118号
科技木业城,2932,,,邳州/其它/建设北路88号
黄河北路57号院,9102,,,鼓楼/庆云桥西/黄河北路57号
报社宿舍,6200,,,泉山/中山南路/中山南路148号
山语世家(商住楼),16186,,,"泉山/矿业大学/泉新路,近三环南路"
中能科技园(别墅),15930,,,泉山/矿业大学/三环南路
凤凰源著,14346,,,铜山/铜山新区/银山路
奎西综合楼,6200,,,泉山/凤鸣路/近凤台路
中江陶然水岸,6500,,,鼓楼/九里/近平山北路
尚德一号,6452,,,睢宁/城区/近天虹大道
中国矿业大学教职工公寓,9593,,,泉山/矿业大学/解放南路386号
万科尚都会,12201,,,云龙/万达广场/徐海路163号
泽信公馆,11682,,,鼓楼/九里/襄王北路
物资商城,5800,,,睢宁/城区/元府东路25号
沭滨大厦,6500,,,新沂/新沂市区/钟吾路173号
三胞广场,8817,,,泉山/矿业大学/解放南路26-8号
奉华小区,6401,,,睢宁/城区/江苏省徐州市睢宁县八一路7号
碧溪小区,11429,,,云龙/师大北门/泰山路22号
九鹏苏北商贸城,0,,,"铜山/檀香山/人民路,近茅黄线"
凯旋府邸,5800,,,睢宁/城区/睢宁县中央大街东边
smart公寓,6000,,,新沂/新沂市区/市府东路29号
碧玉小家,6800,,,铜山/檀香山/同创路
泉盛美家,7517,,,泉山/火花/卧牛山路
现代商城,5651,,,新沂/新沂市区/新安路6-1号
维维紫悦台,14265,,,"新城区/新市政府/明正路,近镜泊东路"
万达楚岳公馆,0,,,睢宁/城区/永昶路
碧桂园天悦府,0,,,睢宁/城区/永昶路
金尊府,0,,,睢宁/城区/睢河南路
杏林苑,5715,,,"邳州/邳州市区/运平路,近长江西路"
金泰云溪府,6398,,,睢宁/城区/永安路
绿地翡翠蓝湾,5342,,,贾汪/新夏路口/宏安路
好得家悦城,8542,,,鼓楼/杨庄/三环北路5号
顺河小区,9068,,,鼓楼/四道街/王大路39号
汉街小区,5133,,,沛县/沛县市区/汉街
奎山老县委宿舍,0,,,泉山/凤鸣路/解放路
徐钢六宿舍,0,,,鼓楼/下淀/下淀路
祥云商业广场,0,,,鼓楼/清水湾/祥云路11号
金地雅苑,0,,,沛县/其它/海河路
政府小区,0,,,邳州/其它/淮海路
万科未来城,0,,,铜山/檀香山/玉带大道
恒大潘安湖生态小镇(别墅),0,,,贾汪/青山泉镇/利大路
万科未来城(别墅),0,,,铜山/檀香山/玉带大道
二庙城市花园,4976,,,邳州/邳州市区/文苑路
和美佳苑,0,,,鼓楼/九里/西三环路
中梁国宾府,5972,,,"邳州/邳州市区/文苑路,近清新街"
张集民意苑,3578,,,"铜山/铜山新区/中街,近镇西大街"
一栋洋房,4187,,,"铜山/铜山新区/104国道,近府东路"
影苑小区,6103,,,"铜山/铜山新区/振兴北路,近环镇东路"
邳州碧桂园,0,,,邳州/邳州市区/闽江路
运河御苑,0,,,鼓楼/下淀/G104国道
邳州碧桂园(别墅),0,,,邳州/邳州市区/闽江路
政法小区,4947,,,丰县/城区/人民路656号
福润小区,8750,,,"泉山/贵邦财富大厦/西三环,近新淮海西路"
阳光新村,0,,,邳州/其它/中蒜路
弘阳璞樾门第(别墅),0,,,金山桥开发区/高铁站/和平大道
弘阳璞樾门第,0,,,金山桥开发区/高铁站/和平大道
万科城D区,12028,,,"鼓楼/九里/天齐南路,近丁万河南路"
万科城B区,13053,,,"鼓楼/九里/天齐南路,近丁万河南路"
万科城C区,11849,,,"鼓楼/九里/天齐南路,近丁万河南路"
金唐新城,0,,,新沂/新沂市区/北京路
蓝光云锦里,4751,,,贾汪/青山泉镇/贾韩中路26号
旭辉美的天阙,21932,,,鼓楼/庆云桥西/中山北路
环卫宿舍,8396,,,泉山/大润发/工农南路101号
新大花园,6700,,,新沂/新沂市区/市府路56号
一品观邸,9705,,,鼓楼/古彭广场/中山北路12
蓝光锦澜府,4787,,,"贾汪/青山泉镇/泉旺路,近工商路"
东福花园,4774,,,铜山/铜山新区/104国道
跃进小区,0,,,铜山/檀香山/府前南街
惠民小区,3000,,,丰县/城区/首王线
金慱星城,13007,,,鼓楼/清水湾/奔腾大道
大吴桃园小区,5071,,,贾汪/青山泉镇/湖南路
嘉瑞家园,5300,,,新沂/新沂市区/化工路9号
亚华大厦,7643,,,泉山/夹河街东/西安北路66号
光航城,5284,,,"贾汪/新夏路口/桃源路,鲁尔大道"
星河湾,5569,,,新沂/新沂市区/市府路6号
蓝光高盛熙岸华府,5619,,,"丰县/城区/西环路,近白帝河"
上水璞园,7284,,,铜山/铜山新区/Y604
建白巷,9516,,,泉山/夹河街东/建白巷1号
保利万科时代之光,8713,,,铜山/檀香山/310国道
温州商贸城,5160,,,"沛县/沛县市区/汉兴路,近韩信路"
嘉乐园,6461,,,铜山/铜山万达/万达路
怡和广场,15188,,,铜山/国基城邦/大学路299号
