name,price,green_rate,plot_ratio,address
山水华美(别墅),20092,30.00%,2.2,泉山/风华园/风华南路6号
御源景城,8802,30.00%,1.25,"铜山/铜山万达/黄河西路,近嵩山路"
帝壹城,7150,30.00%,2.5,睢宁/城区/东升街8号
城市花苑(南区),7545,30.00%,,新沂/新沂市区/新华路50号
彩虹公寓,7230,30.00%,1.2,睢宁/城区/元府西路188号
银河星城一期,7333,30.00%,1.8,睢宁/城区/人民路
银河星城金星苑,6965,30.00%,1.8,睢宁/城区/睢河路
中和龙郡,5509,30.00%,1.6,丰县/城区/解放路
中央公园,6000,30.00%,3,新沂/新沂市区/市府路77号
紫金花城,6250,30.00%,1.5,睢宁/城区/人民中路
盛世孔雀城,12702,30.00%,1.5,云龙/食品城/经七路
盛世孔雀城(别墅),12028,30.00%,1.5,云龙/食品城/经七路
德客城,6849,30.00%,2.1,贾汪/新夏路口/山水大道
云龙山庄,14775,30.00%,1.19,泉山/湖滨小区/湖东路
阳光佳苑,6574,30.00%,2.37,丰县/城区/南环路
中能科技园,14949,30.00%,1.9,泉山/泉山美墅/三环南路35号
云龙华府(南区),16788,30.00%,1.8,"云龙/万达广场/经一路,近纬一路"
阳光凯旋城,9026,30.00%,2.1,新沂/新沂市区/新华路22号
银座东城丽景,16686,30.00%,2,"云龙/万达广场/德政路,近和平大道"
香榭丽花园,17303,30.00%,2.7,鼓楼/彭城广场/复兴北路
旺田人家居住小区,4125,30.00%,2,贾汪/青山泉镇/团结路
万科淮海天地,16851,30.00%,3,泉山/段庄广场/新淮海西路
万科美的璞悦山,15653,30.00%,2.2,"云龙/万达广场/和平大道,近龙湖北路"
博士苑,3753,30.00%,,邳州/邳州市区/青年东路101号
荣盛花语城,11519,30.00%,2.8,泉山/交通银行/三环南路
沈场警苑,9260,30.00%,1.2,鼓楼/堤北/黄河北路
国泰菁华逸景,11647,30.00%,2.42,泉山/矿业大学/姚庄路
华美半山雅居,8877,30.00%,2.44,鼓楼/九里/汉城东路
利民花园,4956,30.00%,1.73,新沂/新沂市区/郯新路
华商清水湾C区,13008,30.00%,1.6,鼓楼/祥和路/清水路
黄桥花园,2900,30.00%,2.99,铜山/铜山万达/553乡道
风尚自由城,15926,31.00%,2.9,鼓楼/九龙湖/中山北路225号
奎园新居北区,10612,31.00%,,泉山/奎园西门/奎淮路
欣欣家园,11324,31.00%,2.2,"泉山/风华园/欣欣路,近北京路"
汉源国际华城,14085,31.00%,1.2,新城区/大龙湖/钱塘路1号
蓝山公寓,5200,31.00%,2.39,鼓楼/响山路/大庆路55号
一品名郡,2272,31.00%,1.69,铜山/铜山新区/郑马路
翡翠星座,15909,31.00%,1.5,泉山/四院/奎山路
泰信81公馆,8016,31.00%,1.9,睢宁/城区/八一路81号
东方名都,7793,31.00%,11.14,鼓楼/金山桥/蟠桃山路16号
海峡湖尚城(别墅),7728,31.00%,1.2,"贾汪/新夏路口/206国道,303县道"
大鹏花园小区,11109,31.00%,2.9,鼓楼/下淀/下淀路
恒华新都汇,7510,31.00%,2.58,睢宁/城区/中央大街
东方明都,7851,31.00%,,鼓楼/金山桥/蟠桃山路16号
维京公馆,6900,31.00%,0.99,泉山/矿业大学/迎宾大道
万悦城,17266,31.00%,1.05,泉山/云龙湖风景区/三环南路299号
大鹏小区,10387,31.00%,2.9,鼓楼/下淀/马场湖西路
天瑞华府,13253,31.00%,2.5,泉山/西苑/二环西路148号
中铁人才家园,16223,32.00%,,新城区/人才家园/昆仑大道
宏宇新岸线,12835,32.00%,2.8,泉山/黄河南路/黄河南路
新华阳光花园,10605,32.00%,1.46,泉山/矿业大学/三环南路6-1号
东方美地一期,12526,32.00%,1.47,云龙/民富园/民祥园路
香溪左岸(南区),16292,32.00%,1.8,云龙/尚仕名邸/和平大道
楚岳山庄,10468,32.00%,1.6,云龙/黄山新村/城东大道
新锐领地,12120,32.00%,2.1,云龙/世茂广场/郭庄路
财富湾,12506,32.00%,2.99,"铜山/铜山新区/彭祖路,近北京南路"
金色雅筑,15954,32.00%,1.9,"云龙/民营工业园/郭庄路,近云苑路"
奥体清华苑,8184,32.00%,1.91,睢宁/城区/天虹大道
祥和时代家园,11438,32.00%,1.4,鼓楼/祥和小区/祥和东街
西城晶华,10564,32.00%,1.65,泉山/火花/大彭路
中欧尚郡,14718,32.00%,0.51,鼓楼/金山桥/徐丰公路6号
温州商城,4722,32.00%,2.1,新沂/新沂市区/南京路45号
东方美地二期,13799,32.00%,1.47,云龙/万达广场/民祥园路
时代家园,2600,32.00%,1.4,沛县/沛县市区/253省道
香溪左岸(北区),18064,32.00%,1.8,云龙/万达广场/云祥路
蓝庭国际(别墅),5521,32.00%,1.59,贾汪/新夏路口/山水大道
丰惠华丽家族(南区),1739,32.00%,2.16,新沂/新沂市区/人民路98号
东方美地三期,13280,32.00%,1.47,云龙/万达广场/民祥园路
富安平果郡,6107,32.00%,2.3,丰县/城区/中阳大道
大儒世家,7160,33.10%,2.18,"睢宁/城区/人民西路,近晋陵北路"
如意家园,10646,33.00%,1.2,云龙/食品城/欣欣路
永旭金色阳光,13526,33.00%,1.49,鼓楼/鼓楼广场/二环北路206号
华辰丽景,12567,33.00%,3,泉山/西苑/矿山路22号
开元四季,12800,33.00%,1.47,泉山/开元四季/开元路
科苑小区,10228,33.00%,,泉山/矿业大学/金山东路
水榭春天,11689,33.00%,2.9,泉山/段庄广场/矿山路
提香湾,16395,33.00%,1.8,"云龙/尚仕名邸/和平大道,近云苑路"
开元云龙谷(别墅),16196,33.00%,1.9,泉山/开元四季/开元路
汉襄佳苑,9541,33.00%,1.3,鼓楼/九里/平山北路
御墅湾,16545,33.00%,1,新城区/大龙湖/天目路
开元麓郡,12659,33.00%,1.47,泉山/开元四季/开元路
港鑫城,12192,33.00%,3.09,铜山/铜山新区/北京路12号
金顶世贸城北区,7572,33.00%,2.2,睢宁/城区/东升街
桂林国际,6460,33.00%,2,睢宁/城区/青年路
金贝庄园(别墅),12296,33.00%,1.47,金山桥开发区/高铁站/杨山路
提香湾(别墅),19552,33.00%,,"云龙/万达广场/和平大道,近云苑路"
富贵第一城,6193,33.00%,2.3,邳州/邳州市区/恒山北路
阳光帝景城(南区),9852,33.00%,2,新沂/新沂市区/新安路
尚士名邸(南区),16160,34.00%,1.8,云龙/尚仕名邸/和平大道
旺旺家缘,10237,34.00%,1.62,金山桥开发区/泰隆商业街/杨山路9号
乾通国际,6222,34.00%,1.1,邳州/邳州市区/长江路
辰华丽都苑,6619,34.00%,2.6,新沂/新沂市区/钟吾路19号
天山绿洲三期A区,16966,35.00%,2,泉山/儿童医院/淮海西路268号
城置国际花园城(南区),12335,35.00%,2.73,"金山桥开发区/金龙湖/长安大道,近城置商业街"
文泰康城,11318,35.00%,2.3,铜山/铜山万达/上海路117号
文华美景,11257,35.00%,2.4,铜山/铜山新区/南京路西街近同昌西路
君廷湖畔,14873,35.00%,2,"金山桥开发区/金龙湖/徐海路,近龙湖西路"
日成奥运城,11906,35.00%,1.88,云龙/九七医院/康怡大道5号
润金城,15972,35.00%,1.9,云龙/绿地世纪城/经一路
雍景新城一期(西区),15166,35.00%,1.26,新城区/大龙湖/丽水路
鑫苑景园,15487,35.00%,2,泉山/鑫苑景园/矿山路
海峡东南郡东区,13423,35.00%,1.8,泉山/矿业大学/欣欣路
彭城大院,9818,35.00%,1.5,泉山/奎园西门/迎宾大道10号
凤凰花园,10157,35.00%,1.25,"铜山/铜山新区/华山路,近珠江西路"
海峡曼乔世家,15498,35.00%,2,泉山/鑫苑景园/水漫桥路
矿南小区(东区),11655,35.00%,,泉山/段庄广场/二环西路
书香苑,7194,35.00%,1.2,睢宁/城区/新市街
苏堤南村,10309,35.00%,,泉山/永安广场财经学校/建国西路
南山庭院,12089,35.00%,1.39,"泉山/风华园/翟南路,近上海路"
段南新村(纺西社区),11611,35.00%,,泉山/段庄广场/段南路
宏宇金色里程,13677,35.00%,2,鼓楼/古彭广场/铜沛路
苏堤北村,11201,35.00%,1.3,泉山/淮西新一街/苏堤南路
煌庭棕榈湾,13623,35.00%,2.6,鼓楼/荆马河/奔腾大道
南洋国际,10521,35.00%,2.5,铜山/铜山万达/长江路1号
九里岭秀,10596,35.00%,1.5,鼓楼/东站/汉城东路
永新人家,9081,35.00%,1.7,"铜山/国基城邦/黄河西路,近华山路"
上院,12597,35.00%,1.4,泉山/风华园/风华南路4号
阳光豪庭,10088,35.00%,2,铜山/铜山新区/北京路109号
慧谷阳光花园,23140,35.00%,2.1,鼓楼/民主北路/民主北路58号
天悦华景,13231,35.00%,1.5,鼓楼/东站/观宇路1号
御苑,14438,35.00%,0.6,铜山/久隆凤凰城/彭祖路
绿地商务城书香苑(南区),16277,35.00%,1.92,新城区/绿地商务城/太行路
富仕名邸,10290,35.00%,,铜山/居乐园/圭山路15号
香江花城,6148,35.00%,1.8,沛县/沛县市区/东风西路
华美润园,13722,35.00%,1.31,泉山/湖滨小区/段南路
久地雅苑,3894,35.00%,1.63,贾汪/步行街/泉涯路
协鑫鑫尚,13151,35.00%,1.5,泉山/泉山森林公园/三环南路
万裕风情园,16111,35.00%,0.7,泉山/四院/解放南路300号
汉源国际丽城,14145,35.00%,2,"新城区/商务城/镜泊东路,近汉源大道"
风格雅园,14420,35.00%,,鼓楼/荆马河/煤港路
鼓楼花园园中苑二期,11899,35.00%,1.5,鼓楼/荆马河/金马路
星湖湾,15139,35.00%,2.2,金山桥开发区/金龙湖/汉源大道
铜新小区,8018,35.00%,1.3,云龙/天桥东/铜山路
泰康红郡,14230,35.00%,1.09,"铜山/国基城邦/华山路,近黄河西路"
正德广场,15294,35.00%,2,泉山/风华园/风华南路
华美生态园(北区),13059,35.00%,1.23,"鼓楼/锦绣山水/金马路,近锦绣大道"
文沃小区,8690,35.00%,,铜山/铜山新区/上海路70号
金域华庭,21750,35.00%,2.2,泉山/大润发/建国西路
御景华庭(西区),6846,35.00%,1.25,"贾汪/世纪西路/世纪东路,近府佐路"
蓝溪花园,5215,35.00%,1.4,铜山/铜山新区/府前北街
子笑人家,10469,35.00%,1.25,鼓楼/祥和路/奔腾大道
澳东印象城,13467,35.00%,2.5,"泉山/矿业大学/欣欣路,近北京路"
御山雅苑,14991,35.00%,2,鼓楼/四道街/响山路
新都南城,9174,35.00%,2.25,铜山/铜山新区/彭祖路
康桥花园,2720,35.00%,1.86,贾汪/新夏路口/新夏路
吾悦华府,5490,35.00%,2.4,"贾汪/步行街/泉城路,近煤源路"
时代广场,9230,35.00%,5.25,云龙/师大北门/民主南路78号
SOHO时代广场,14137,35.00%,2.45,泉山/儿童医院/淮海西路270号
绿地商务城国际花都,16462,35.00%,1.92,新城区/青年路小学/昆仑大道2号
美珠家园,2575,35.00%,1.1,金山桥开发区/高铁站/203县道
书香华府,11986,35.00%,3,鼓楼/九里/黄河北路
天山绿洲二期,16765,35.00%,2,泉山/民主南路/光明西路
天山绿洲一期,16093,35.00%,2,泉山/段庄广场/矿山东路
市府雅苑,6087,35.00%,1.6,新沂/新沂市区/市府东路100号
文泰康城一期,11373,35.00%,2.3,"铜山/铜山新区/上海路,近学苑路"
文泰康城三期,11582,35.00%,2.3,"铜山/铜山新区/文中路,近上海路"
文泰康城二期,11277,35.00%,2.3,"铜山/文泰康城/上海路,近学苑路"
名仕秀水华庭,7272,35.00%,2.35,丰县/城区/中阳大道
润金御园,20183,35.00%,1.9,云龙/万达广场/民富路
绿地商务城翠庭,17032,35.00%,1.92,"新城区/奥体中心/太行路,近元和路"
绿地商务城中央公园(二期),16701,35.00%,1.92,"新城区/奥体中心/唐盛路,峨嵋路"
科倍尚城,6616,35.00%,2.09,新沂/其它/马陵山路
宏利达银河湾,8210,35.00%,1.6,邳州/邳州市区/瑞兴路
海峡东南郡西区,13570,35.00%,1.6,泉山/交通银行/欣欣路
绿地商务城香颂(别墅),32873,35.00%,1.92,新城区/绿地商务城/太行路
达信国际(别墅),6629,35.00%,1.25,"新沂/新沂市区/黄沭路,近大桥东路"
钟吾壹号,5727,35.00%,2.75,新沂/新沂市区/钟吾南路202号
幸福小区二期,3366,35.00%,2,睢宁/城区/幸福路
美的城(别墅),22060,35.00%,2.35,"金山桥开发区/金龙湖/金龙湖东支路,近振兴大道"
御龙山水(西区),5913,35.00%,1.28,"贾汪/新夏路口/府佐路,近泓福路"
雍景新城(别墅),16762,35.00%,1.26,新城区/新市政府/宋锦路
雍景新城二期,14902,35.00%,1.26,"新城区/新市政府/宋锦路,近丽水路"
雍景新城二期(别墅),16328,35.00%,1.26,新城区/新市政府/宋锦路
星湖湾(别墅),14623,35.00%,2.2,金山桥开发区/金龙湖/汉源大道
御水帝景城,6826,35.00%,2.1,丰县/城区/南苑东路
中央花园,6061,35.00%,1.3,邳州/邳州市区/建设中路38号
耀邦新世界花园,7117,35.00%,2,邳州/邳州市区/建设北路36号
万宁城市景苑,7243,35.00%,2.49,睢宁/城区/中山北路
爱伦堡,6967,35.00%,1.24,沛县/沛县市区/汉兴路
奥运星城,6302,35.00%,2.2,邳州/邳州市区/世纪大道
凤凰山安置小区(C区),6044,35.00%,,铜山/铜山万达/华山路
山语世家,15011,35.00%,2.5,"泉山/碧水湾/泉新路,近三环南路"
雍景新城一期(东区),15070,35.00%,1.26,"新城区/新市政府/汉风路,近丽水路"
金御祥苑(西区),8332,35.00%,1.5,邳州/邳州市区/珠江东路
公园北小区,9974,35.00%,1.3,泉山/市二院/王陵路2号
国基逸境,13302,36.00%,,铜山/国基城邦/大学路88号
祥和小区,9663,36.00%,,鼓楼/祥和路/祥和东街3号
翠湖新语,11077,36.00%,1.4,泉山/矿业大学/学府路
泉山森林海,11947,36.00%,0.83,"铜山/国基城邦/大学路,近玫瑰路"
锦绣滨湖(一二期),15149,36.00%,1.6,鼓楼/响山路/响山路
公园100,11866,36.00%,1.1,泉山/西苑/黄河南路108号
泉山美墅,16257,36.00%,1.32,"泉山/泉山美墅/三环南路,近嘉和路"
镇河小区,12324,36.00%,1.4,鼓楼/古彭广场/民主北路
香榭梧桐,7466,36.00%,1.8,睢宁/城区/天虹大道
南湖怡秀园,14440,36.00%,1.5,"泉山/南段风景区/金山东路,近鑫雅路"
加州玫瑰园(二期),10493,36.00%,1.07,铜山/国基城邦/华山北路
华美沁园,11561,36.00%,2.4,泉山/鑫苑景园/二环西路140号
泰山城市花园,5774,36.00%,2.27,泉山/风华园/金山东路
九里景秀,10589,36.00%,1.7,鼓楼/东站/汉城东路
金龙湖公馆,10001,36.00%,2.3,云龙/万达广场/龙湖西路
宝信润山,11979,36.00%,1.6,"铜山/铜山新区/黄河西路,近海河路"
金水湾,6695,36.00%,1.5,"铜山/铜山新区/珠江路,近经纬路"
徐矿集团华美东山怡园三期,8382,36.00%,1.5,鼓楼/金山桥/矿山路
巴黎都市,6655,36.00%,2.2,睢宁/城区/天虹大道
东方星座,10751,36.00%,2.14,鼓楼/金山桥/蟠桃山路
硕丰雅居,5972,36.00%,1.72,"铜山/铜山万达/棠马路,近纺织路"
新汉城,4878,36.00%,2.49,"沛县/沛县市区/正阳大道,近沛公路"
京杭家园,5765,36.00%,2,邳州/邳州市区/世纪大道2号
娇山府,11094,36.00%,1.2,"铜山/铜山新区/华山路,近凤湖路"
国基城邦,13789,36.00%,1.4,"铜山/国基城邦/大学路,近黄河西路"
雍福上城,7260,36.00%,2.26,邳州/邳州市区/福州路
成侯花园(A区),7488,36.00%,1.5,睢宁/城区/八一西路400号
国基城邦(别墅),14956,36.00%,,"铜山/铜山万达/大学路,近黄河西路"
观园(别墅),4883,36.00%,1.4,"邳州/邳州市区/建设南路,近新新公路"
国信金邸世家(别墅),9338,36.00%,1.25,"新沂/新沂市区/黄沭路,近大桥东路"
耀邦新世界花园(别墅),7595,36.00%,1.72,邳州/邳州市区/建设北路36号
维维龙湖湾(别墅),18571,36.00%,2.49,"新城区/新市政府/迎宾大道,近天目路"
名仕秀水华庭(别墅),7950,36.00%,1.32,"丰县/城区/南苑东路,近东城路"
泉山美墅(别墅),17567,36.00%,0.83,泉山/泉山美墅/三环南路
宝信润山(别墅),11920,36.00%,1.6,铜山/铜山万达/黄河西路
云龙湖悦府(别墅),12206,36.00%,1,云龙/国基城邦/大学路9号
世茂东都天观,13357,37.00%,1.56,云龙/世茂广场/郭庄路18号
美丽樵村,9425,37.00%,1.8,"铜山/檀香山/华山北路,近黄河路"
龙熙庄园,12666,37.00%,0.8,云龙/御景湾/迎宾大道
维维龙湖湾,13244,37.00%,1.4,"云龙/云龙周边/迎宾大道,近天目路"
万科美的璞悦山(别墅),18672,37.00%,1.4,"云龙/万达广场/和平大道,近龙湖北路"
金帝花苑,5535,37.00%,1.45,睢宁/城区/前进路9号
印象珠江,8014,37.00%,2.4,邳州/邳州市区/珠江东路
翡翠城,11952,38.00%,1.8,泉山/贵邦财富大厦/欣欣路9号
万豪绿城,11354,38.00%,1.5,"金山桥开发区/泰隆商业街/广德路,近振兴大道"
美的城,15001,38.00%,1.98,"金山桥开发区/金龙湖/金龙湖东支路,近振兴大道"
银郡花园,15346,38.00%,1.8,鼓楼/四道街/煤港路51号
水景嘉苑,10604,38.00%,0.8,"铜山/铜山万达/昆仑路,近珠江路"
凤鸣小区,11206,38.00%,,泉山/康居小区/凤台路
凤凰山康居家园,11803,38.00%,,泉山/康居小区/凤鸣路
金润嘉园,12698,38.00%,1.05,云龙/九七医院/响山路
金御蓝湖,9917,38.00%,1.34,邳州/邳州市区/长江路
金山福地二期,11975,38.00%,2,"金山桥开发区/高铁站/徐海路,近鑫城路"
华西格林春天西区,5937,38.00%,1.25,沛县/沛县市区/沛公路
国信君邑,20652,38.00%,0.46,新城区/新市政府/丽水路
国基逸境(别墅),13219,38.00%,1,铜山/铜山万达/大学路88号
绿地商务城公园首府(别墅),29276,38.00%,1.98,新城区/奥体中心/元和路
国信上城学府,13914,38.00%,,新城区/新市政府/民生路
国信金邸世家,1204,38.00%,1,"新沂/新沂市区/黄沭路,近大桥东路"
碧桂雅园,8116,38.00%,2,睢宁/城区/睢河路30号
恒嘉郡望花园(北区),13695,39.00%,1.05,"鼓楼/锦绣山水/金马路,华美四巷"
华美生态园(南区),13497,39.00%,1.26,"鼓楼/荆马河/奔腾大道,近锦绣大道"
翠湖御景南区,26925,39.00%,2.69,泉山/云龙湖风景区/湖北路
关庄小区,14041,39.00%,2.69,泉山/滨湖新天地少华街/湖北路
正德君城,15506,39.00%,1.7,云龙/万达广场/民祥园路，近和平大道
中茵龙湖国际,13819,39.00%,,新城区/大龙湖/迎宾大道
月星公馆,13241,39.00%,4,"金山桥开发区/金龙湖/长安大道,近徐海路"
万达华府,13521,39.00%,2.3,铜山/铜山万达/北京路，近学府路
豪绅嘉苑(别墅),12861,39.00%,1.05,鼓楼/九里/观宇路2号
中茵龙湖国际家苑,13661,39.00%,2.1,云龙/食品城/洞庭湖路
中茵龙湖国际家苑(别墅),18276,39.00%,2.1,新城区/新市政府/洞庭湖路
弘基上城,7263,39.00%,2.2,睢宁/城区/天虹南路5号
紫金奥玲花园,14623,39.00%,1.65,新城区/奥体中心/紫金路
中央华府,7464,39.00%,,睢宁/城区/人民路
北景园,7988,39.00%,1.81,睢宁/城区/人民西路28号
鑫苑景城,16461,39.00%,1.9,泉山/西苑/矿山路
翠湖御景北区,19524,39.00%,2.69,泉山/市二院/煤建路
绿地世纪城(南区),14284,40.00%,1.5,云龙/绿地世纪城/汉景大道29号
东方帝景城,8487,40.00%,1.56,邳州/邳州市区/长江路
阿尔卡迪亚(A区),20109,40.00%,2.24,泉山/云龙湖风景区/二环西路43号
山水华美,14587,40.00%,1.3,泉山/风华园/风华南路6号
汉泉山庄,19593,40.00%,0.45,铜山/檀香山/黄河西路
和园爱家,11603,40.00%,1.67,鼓楼/鼓楼广场/二环北路
华厦枫林绿洲,12110,40.00%,1.5,泉山/鑫苑景园/矿山西路30号
嘉慧园,11020,40.00%,1.1,铜山/铜山万达/圭山路7号
九里峰景(B区),14115,40.00%,2,鼓楼/东站/二环北路
滨湖花园三期,25714,40.00%,2,泉山/南段风景区/湖北路
居乐园,9574,40.00%,2.59,铜山/铜山新区/圭山路4号
中国铁建原香漫谷,18296,40.00%,1.8,云龙/云龙周边/太行路
保利鑫城,14707,40.00%,2.2,"贾汪/新夏路口/汉源大道,近徐海路"
绿地泊林公馆(北区),18824,40.00%,1.8,云龙/御景湾/彭祖大道
香槟城,11986,40.00%,2.4,鼓楼/下淀/下淀路
和平上东润园,15612,40.00%,2.2,"云龙/万达广场/汉源大道,近和平路"
春泽园,10907,40.00%,1.5,鼓楼/堤北/堤北路1号
山水康桥,15115,40.00%,2.2,云龙/九七医院/响山南路
纺织小区,11044,40.00%,3,泉山/建国西路/明珠路
山南小镇(A区),12524,40.00%,2.7,鼓楼/荆马河/中山北路269号
文华园,12108,40.00%,2.5,"泉山/易初爱莲/金山东路,近文化路"
金山晓月,12284,40.00%,,"金山桥开发区/碧螺山庄/杨山路,近龙潭环路"
湖滨嘉苑,15763,40.00%,3,泉山/湖滨小区/湖滨路
左岸人家,7257,40.00%,1.5,丰县/城区/河滨路
传世经典(一期),5788,40.00%,1.25,"贾汪/世纪西路/世纪东路,近大泉路"
蓝柏湾,12076,40.00%,1.35,铜山/文泰康城/风华南路
怡美家园(1期),12887,40.00%,2.97,鼓楼/鼓楼广场/惠工西路
紫运花园,8471,40.00%,1.35,铜山/檀香山/301国道
中环广场,16078,40.00%,2.69,鼓楼/堤北/环城路
巴厘豪庭,5000,40.00%,0.6,睢宁/城区/钢铁西路
风景翰苑,5887,40.00%,2.7,新沂/新沂市区/北京路
绿地之窗三期,12856,40.00%,3,"金山桥开发区/高铁站/站南路,近鸿运路"
星河花园,6680,40.00%,1.2,睢宁/城区/天虹大道
徐州人家响山西区,12528,40.00%,1.49,"鼓楼/下淀/响山路,近蓝天大街"
宁江新北城,4212,40.00%,1.2,睢宁/城区/天虹大道
绿地之窗二期国际花都,13417,40.00%,3,金山桥开发区/高铁站/玉湖路
绿地世纪城三期,15229,40.00%,1.52,云龙/万达广场/庆丰路
绿地世纪城四期,9633,40.00%,1.52,云龙/万达广场/汉景大道
绿地世纪城(商住楼),10921,40.00%,1.52,云龙/万达广场/庆丰路
湖光丽景小区,7221,40.00%,1.2,邳州/邳州市区/南京路
高铁时代广场,7688,40.00%,4,"金山桥开发区/城置国际花园/龙湖西路,近徐海路"
观园,4008,40.00%,1.2,"邳州/邳州市区/建设南路,近新新公寓"
宏基阳光尚城小区,8161,40.00%,1.89,邳州/邳州市区/长江路
和平上东翰园,15411,40.00%,2.2,云龙/万达广场/和平路
南城上品,7393,40.00%,1.79,睢宁/城区/文学南路
天润苑,6512,40.00%,,新沂/新沂市区/钟吾路
开元麓郡(别墅),14394,40.00%,1.35,泉山/火花/开元路
蓝柏湾(别墅),12300,40.00%,1.35,铜山/铜山万达/风华南路
凤凰花园(别墅),14602,40.00%,1.2,"铜山/铜山万达/华山路,近珠江西路"
中凯龙湖领墅,10276,40.00%,1.35,邳州/邳州市区/扬州路
月星环球商业中心二期,9147,40.00%,3.1,金山桥开发区/高铁站/徐海路
泉山森林海(别墅),12204,40.00%,1.3,铜山/铜山万达/大学路
嘉慧园(别墅),10589,40.00%,0.5,铜山/铜山万达/圭山路7号
御林华府,12451,40.00%,1.6,鼓楼/九里/机场路110号
嘉利佳苑,6989,40.00%,1,邳州/邳州市区/丰华街
玺悦龙城,15467,40.00%,2,金山桥开发区/高铁站/龙湖西路29号
万福世家,13976,40.00%,1.5,新城区/新市政府/明正路
国金时代,18758,41.00%,2.7,鼓楼/民主北路/黄河西路3号
飞翔滨河名城,7158,41.00%,1.59,睢宁/城区/元府西路
御景湾紫海棠街区,13312,42.00%,1.2,泉山/交通银行/海棠路
风尚米兰,20315,42.00%,2.3,鼓楼/庆云桥西/中山北路254号
滨湖城市花园,15834,42.00%,3,鼓楼/堤北/煤港路18号
绿地世纪城五期,12567,42.00%,1.8,云龙/云龙华府/庆丰路
协丰森林湾,12236,42.00%,1.5,"金山桥开发区/碧螺山庄/杨山路,近龙潭环路"
久隆澜桥,12481,42.00%,1.79,"铜山/铜山新区/彭祖路,近嵩山路"
森林湾,12729,42.00%,1.49,鼓楼/金山桥/杨山路
馨宁雅居,6435,42.00%,2,邳州/邳州市区/南京路
阿尔卡迪亚文承苑,7838,44.00%,2.48,邳州/邳州市区/兴国路
瑞盛御景龙湾,6743,44.00%,1.99,沛县/沛县市区/樊哙路
民祥园,11295,45.00%,,"云龙/绿地世纪城/德政路,近汉景大道"
汉府雅园,10939,45.00%,1.07,铜山/铜山万达/北京北路69号
华厦水云间一期,10934,45.00%,1.2,鼓楼/锦绣山水/奔腾大道
东方明珠,14266,45.00%,1.3,"云龙/绿地世纪城/郭庄路,近民祥园路"
枫林天下一期,13299,45.00%,1.21,"铜山/铜山新区/大学路,近玫瑰路"
华厦水云间二期,10998,45.00%,1.2,鼓楼/锦绣山水/奔腾大道
春江花城,6814,45.00%,1.7,睢宁/城区/八一西路79号
玉水花城,10218,45.00%,0.55,邳州/邳州市区/三汊河路
好来花园,12608,45.00%,,云龙/沃尔玛/共建路4号
恒嘉郡望花园(北区别墅),15110,45.00%,1.4,"鼓楼/锦绣山水/金马路,华美四巷"
枫林天下一期(别墅),11456,45.00%,1.21,铜山/铜山万达/大学路
阳光康桥,5815,45.00%,1.2,丰县/城区/南苑东路
润和园,13324,46.00%,1.3,鼓楼/堤北/二环北路
森活绿郡,13493,46.00%,,泉山/泉山美墅/三环南路
汉邦景城,5958,46.00%,2.47,沛县/沛县市区/汉邦路
金洋紫金东郡(南区),16345,48.00%,2.1,"云龙/万达广场/纬二路,近经一路"
天泰茗仕豪庭,8324,48.00%,1.2,邳州/邳州市区/城山路
景庭,6200,48.00%,1.89,邳州/邳州市区/城山路
金洋紫金东郡(北区),16549,48.00%,,"云龙/万达广场/经一路,近纬一路"
国信龙湖世家,15253,50.00%,1.5,新城区/大龙湖/宋锦路
小康人家,14131,50.00%,,泉山/小康人家/工农北路1号
美的翰城,17555,50.00%,,"新城区/青年路小学/昆仑大道,近明正路"
万宁华府,19911,50.00%,3,泉山/市二院/苏堤南路99号
半山别墅,23523,50.00%,,泉山/奎园西门/凤鸣路30号
汉城小区,8603,50.00%,,鼓楼/汉城/汉城东路
久隆紫园,11994,50.00%,0.3,铜山/铜山新区/彭祖路
富丽园,10588,50.00%,,泉山/大润发/吴庄路
滨湖花园(东区),24739,50.00%,2,泉山/湖滨小区/湖北路81号
富丽花园(吴庄路),14886,50.00%,,泉山/市二院/吴庄路
塔北小区,9142,50.00%,3,泉山/凤鸣路/解放南路
龙润山庄,22253,51.00%,0.51,泉山/南段风景区/金山东路35号
龙栖翠屏(别墅),5522,51.00%,0.51,"贾汪/世纪西路/新华路,近将军大街"
万和佳苑,9489,54.00%,2,"铜山/居乐园/长江路,近嵩山路"
金贝庄园,12305,55.00%,0.8,金山桥开发区/碧螺山庄/杨山路
汇龙国际花园(别墅),10739,55.00%,0.8,"邳州/邳州市区/解放东路,近中山路"
国泰品山名邸,14440,57.00%,2.1,云龙/九七医院/响山路1号
龙泉花园,19516,60.00%,,泉山/南段风景区/云泉路
太阳花园,29450,60.00%,0.33,"泉山/开元四季/湖西路,近三环南路"
恒龙依山龙郡,13009,60.00%,0.87,铜山/国基城邦/黄河西路
城投御园,6827,60.00%,3,沛县/沛县市区/正阳大道
宜家庭院,17311,60.00%,0.5,泉山/四院/凤台路9号
爱伦堡(别墅),9688,60.00%,1.79,沛县/沛县市区/汉兴路
达信国际,5687,60.00%,1.79,新沂/新沂市区/黄沭路3号
久隆凤凰城,11178,61.00%,0.35,"铜山/久隆凤凰城/彭祖路,近华山北路"
久隆凤凰城(别墅),15971,61.00%,0.35,铜山/铜山万达/彭祖路
